id,date,layer,total_cases,new_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date
33046,2020-11-08,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33020,2020-11-08,cnig_municipios,166,3,12,31,1.7142857142857142,2.2142857142857144,11,2020-10-28
33041,2020-11-08,cnig_municipios,37,0,3,4,0.42857142857142855,0.2857142857142857,5,2020-10-18
33021,2020-11-08,cnig_municipios,52,0,17,30,2.4285714285714284,2.142857142857143,6,2020-11-06
33010,2020-11-08,cnig_municipios,16,0,0,2,0.0,0.14285714285714285,4,2020-04-03
33038,2020-11-08,cnig_municipios,13,0,0,1,0.0,0.07142857142857142,2,2020-03-23
33004,2020-11-08,cnig_municipios,1170,14,141,281,20.142857142857142,20.071428571428573,48,2020-10-09
33012,2020-11-08,cnig_municipios,63,0,5,11,0.7142857142857143,0.7857142857142857,4,2020-09-12
33027,2020-11-08,cnig_municipios,5,0,0,0,0.0,0.0,3,2020-10-05
33047,2020-11-08,cnig_municipios,6,0,0,0,0.0,0.0,1,2020-03-15
33071,2020-11-08,cnig_municipios,1,0,0,1,0.0,0.07142857142857142,1,2020-10-27
33007,2020-11-08,cnig_municipios,7,0,0,0,0.0,0.0,3,2020-09-14
33062,2020-11-08,cnig_municipios,3,0,1,2,0.14285714285714285,0.14285714285714285,1,2020-10-24
33063,2020-11-08,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33009,2020-11-08,cnig_municipios,8,0,0,1,0.0,0.07142857142857142,3,2020-10-09
33056,2020-11-08,cnig_municipios,31,1,1,3,0.14285714285714285,0.21428571428571427,3,2020-09-04
33057,2020-11-08,cnig_municipios,19,0,1,2,0.14285714285714285,0.14285714285714285,2,2020-03-29
33025,2020-11-08,cnig_municipios,100,1,23,29,3.2857142857142856,2.0714285714285716,10,2020-10-23
33065,2020-11-08,cnig_municipios,8,0,1,1,0.14285714285714285,0.07142857142857142,2,2020-08-28
33074,2020-11-08,cnig_municipios,19,0,1,8,0.14285714285714285,0.5714285714285714,3,2020-09-09
33033,2020-11-08,cnig_municipios,139,0,19,40,2.7142857142857144,2.857142857142857,11,2020-10-24
33053,2020-11-08,cnig_municipios,7,0,0,1,0.0,0.07142857142857142,1,2020-03-16
33044,2020-11-08,cnig_municipios,2991,142,534,816,76.28571428571429,58.285714285714285,142,2020-11-08
33061,2020-11-08,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33019,2020-11-08,cnig_municipios,23,0,5,7,0.7142857142857143,0.5,2,2020-08-05
33006,2020-11-08,cnig_municipios,18,3,8,9,1.1428571428571428,0.6428571428571429,3,2020-11-08
33051,2020-11-08,cnig_municipios,154,1,10,31,1.4285714285714286,2.2142857142857144,22,2020-04-11
33031,2020-11-08,cnig_municipios,694,13,160,268,22.857142857142858,19.142857142857142,47,2020-11-05
33022,2020-11-08,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-17
33005,2020-11-08,cnig_municipios,6,0,2,2,0.2857142857142857,0.14285714285714285,2,2020-11-02
33045,2020-11-08,cnig_municipios,71,0,7,17,1.0,1.2142857142857142,6,2020-08-20
33034,2020-11-08,cnig_municipios,139,7,18,35,2.5714285714285716,2.5,8,2020-09-18
33055,2020-11-08,cnig_municipios,8,0,1,1,0.14285714285714285,0.07142857142857142,2,2020-08-16
33067,2020-11-08,cnig_municipios,14,0,8,12,1.1428571428571428,0.8571428571428571,4,2020-11-05
33008,2020-11-08,cnig_municipios,12,0,0,1,0.0,0.07142857142857142,3,2020-08-21
33043,2020-11-08,cnig_municipios,5,0,0,1,0.0,0.07142857142857142,2,2020-09-20
33039,2020-11-08,cnig_municipios,16,1,8,9,1.1428571428571428,0.6428571428571429,3,2020-11-06
33068,2020-11-08,cnig_municipios,9,0,2,8,0.2857142857142857,0.5714285714285714,2,2020-10-27
33077,2020-11-08,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33076,2020-11-08,cnig_municipios,223,5,59,89,8.428571428571429,6.357142857142857,35,2020-11-05
33026,2020-11-08,cnig_municipios,141,7,16,24,2.2857142857142856,1.7142857142857142,41,2020-03-19
33066,2020-11-08,cnig_municipios,713,41,110,194,15.714285714285714,13.857142857142858,59,2020-10-22
33024,2020-11-08,cnig_municipios,5557,169,1182,2336,168.85714285714286,166.85714285714286,275,2020-11-05
33023,2020-11-08,cnig_municipios,17,0,0,3,0.0,0.21428571428571427,1,2020-03-26
33070,2020-11-08,cnig_municipios,22,0,0,1,0.0,0.07142857142857142,4,2020-03-15
33028,2020-11-08,cnig_municipios,10,1,5,5,0.7142857142857143,0.35714285714285715,2,2020-11-05
33014,2020-11-08,cnig_municipios,142,5,25,64,3.5714285714285716,4.571428571428571,18,2020-10-30
33037,2020-11-08,cnig_municipios,556,10,131,239,18.714285714285715,17.071428571428573,41,2020-10-09
33064,2020-11-08,cnig_municipios,1,0,1,1,0.14285714285714285,0.07142857142857142,1,2020-11-04
33029,2020-11-08,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33036,2020-11-08,cnig_municipios,120,0,12,32,1.7142857142857142,2.2857142857142856,6,2020-08-24
33054,2020-11-08,cnig_municipios,12,1,3,4,0.42857142857142855,0.2857142857142857,2,2020-03-24
33060,2020-11-08,cnig_municipios,299,4,80,107,11.428571428571429,7.642857142857143,34,2020-11-05
33059,2020-11-08,cnig_municipios,57,3,8,14,1.1428571428571428,1.0,6,2020-03-30
33018,2020-11-08,cnig_municipios,19,0,1,5,0.14285714285714285,0.35714285714285715,4,2020-10-28
33048,2020-11-08,cnig_municipios,1,0,0,1,0.0,0.07142857142857142,1,2020-10-31
33032,2020-11-08,cnig_municipios,303,1,53,78,7.571428571428571,5.571428571428571,24,2020-11-05
33072,2020-11-08,cnig_municipios,36,2,2,4,0.2857142857142857,0.2857142857142857,6,2020-10-09
33011,2020-11-08,cnig_municipios,152,3,19,36,2.7142857142857144,2.5714285714285716,7,2020-11-02
33075,2020-11-08,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33073,2020-11-08,cnig_municipios,89,1,5,23,0.7142857142857143,1.6428571428571428,7,2020-10-09
33040,2020-11-08,cnig_municipios,42,5,10,13,1.4285714285714286,0.9285714285714286,5,2020-11-08
33003,2020-11-08,cnig_municipios,4,0,0,2,0.0,0.14285714285714285,2,2020-04-25
33042,2020-11-08,cnig_municipios,42,1,8,13,1.1428571428571428,0.9285714285714286,4,2020-10-22
33016,2020-11-08,cnig_municipios,300,8,35,51,5.0,3.642857142857143,17,2020-03-25
33050,2020-11-08,cnig_municipios,11,0,1,1,0.14285714285714285,0.07142857142857142,3,2020-09-30
33030,2020-11-08,cnig_municipios,11,0,1,1,0.14285714285714285,0.07142857142857142,5,2020-10-23
33069,2020-11-08,cnig_municipios,36,3,13,20,1.8571428571428572,1.4285714285714286,6,2020-10-22
33049,2020-11-08,cnig_municipios,38,0,19,23,2.7142857142857144,1.6428571428571428,5,2020-11-06
33052,2020-11-08,cnig_municipios,2,0,1,1,0.14285714285714285,0.07142857142857142,1,2020-10-15
33013,2020-11-08,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33017,2020-11-08,cnig_municipios,14,0,0,2,0.0,0.14285714285714285,3,2020-08-01
33015,2020-11-08,cnig_municipios,6,0,3,3,0.42857142857142855,0.21428571428571427,1,2020-09-19
33035,2020-11-07,cnig_municipios,134,4,22,39,3.142857142857143,2.7857142857142856,7,2020-10-30
33001,2020-11-07,cnig_municipios,26,0,3,20,0.42857142857142855,1.4285714285714286,5,2020-10-27
33002,2020-11-07,cnig_municipios,122,13,37,62,5.285714285714286,4.428571428571429,13,2020-11-07
33078,2020-11-07,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33058,2020-11-07,cnig_municipios,40,0,0,1,0.0,0.07142857142857142,22,2020-10-15
33046,2020-11-07,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33020,2020-11-07,cnig_municipios,163,2,12,32,1.7142857142857142,2.2857142857142856,11,2020-10-28
33041,2020-11-07,cnig_municipios,37,0,3,5,0.42857142857142855,0.35714285714285715,5,2020-10-18
33021,2020-11-07,cnig_municipios,52,4,19,30,2.7142857142857144,2.142857142857143,6,2020-11-06
33010,2020-11-07,cnig_municipios,16,0,0,2,0.0,0.14285714285714285,4,2020-04-03
33038,2020-11-07,cnig_municipios,13,0,0,2,0.0,0.14285714285714285,2,2020-03-23
33004,2020-11-07,cnig_municipios,1156,38,140,281,20.0,20.071428571428573,48,2020-10-09
33012,2020-11-07,cnig_municipios,63,0,7,12,1.0,0.8571428571428571,4,2020-09-12
33027,2020-11-07,cnig_municipios,5,0,0,0,0.0,0.0,3,2020-10-05
33047,2020-11-07,cnig_municipios,6,0,0,0,0.0,0.0,1,2020-03-15
33071,2020-11-07,cnig_municipios,1,0,0,1,0.0,0.07142857142857142,1,2020-10-27
33007,2020-11-07,cnig_municipios,7,0,0,0,0.0,0.0,3,2020-09-14
33062,2020-11-07,cnig_municipios,3,0,1,2,0.14285714285714285,0.14285714285714285,1,2020-10-24
33063,2020-11-07,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33009,2020-11-07,cnig_municipios,8,0,0,1,0.0,0.07142857142857142,3,2020-10-09
33056,2020-11-07,cnig_municipios,30,0,1,2,0.14285714285714285,0.14285714285714285,3,2020-09-04
33057,2020-11-07,cnig_municipios,19,0,1,3,0.14285714285714285,0.21428571428571427,2,2020-03-29
33025,2020-11-07,cnig_municipios,99,7,22,30,3.142857142857143,2.142857142857143,10,2020-10-23
33065,2020-11-07,cnig_municipios,8,0,1,1,0.14285714285714285,0.07142857142857142,2,2020-08-28
33074,2020-11-07,cnig_municipios,19,0,1,8,0.14285714285714285,0.5714285714285714,3,2020-09-09
33033,2020-11-07,cnig_municipios,139,5,21,41,3.0,2.9285714285714284,11,2020-10-24
33053,2020-11-07,cnig_municipios,7,0,0,1,0.0,0.07142857142857142,1,2020-03-16
33044,2020-11-07,cnig_municipios,2849,71,424,703,60.57142857142857,50.214285714285715,80,2020-11-02
33061,2020-11-07,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33019,2020-11-07,cnig_municipios,23,0,5,8,0.7142857142857143,0.5714285714285714,2,2020-08-05
33006,2020-11-07,cnig_municipios,15,1,5,6,0.7142857142857143,0.42857142857142855,2,2020-11-03
33051,2020-11-07,cnig_municipios,153,1,10,32,1.4285714285714286,2.2857142857142856,22,2020-04-11
33031,2020-11-07,cnig_municipios,681,7,147,261,21.0,18.642857142857142,47,2020-11-05
33022,2020-11-07,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-17
33005,2020-11-07,cnig_municipios,6,0,2,2,0.2857142857142857,0.14285714285714285,2,2020-11-02
33045,2020-11-07,cnig_municipios,71,0,7,17,1.0,1.2142857142857142,6,2020-08-20
33034,2020-11-07,cnig_municipios,132,0,12,31,1.7142857142857142,2.2142857142857144,8,2020-09-18
33055,2020-11-07,cnig_municipios,8,0,1,1,0.14285714285714285,0.07142857142857142,2,2020-08-16
33067,2020-11-07,cnig_municipios,14,1,8,12,1.1428571428571428,0.8571428571428571,4,2020-11-05
33008,2020-11-07,cnig_municipios,12,0,0,1,0.0,0.07142857142857142,3,2020-08-21
33043,2020-11-07,cnig_municipios,5,0,0,1,0.0,0.07142857142857142,2,2020-09-20
33039,2020-11-07,cnig_municipios,15,2,7,8,1.0,0.5714285714285714,3,2020-11-06
33068,2020-11-07,cnig_municipios,9,1,2,8,0.2857142857142857,0.5714285714285714,2,2020-10-27
33077,2020-11-07,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33076,2020-11-07,cnig_municipios,218,2,56,88,8.0,6.285714285714286,35,2020-11-05
33026,2020-11-07,cnig_municipios,134,4,9,17,1.2857142857142858,1.2142857142857142,41,2020-03-19
33066,2020-11-07,cnig_municipios,672,17,77,157,11.0,11.214285714285714,59,2020-10-22
33024,2020-11-07,cnig_municipios,5388,67,1106,2316,158.0,165.42857142857142,275,2020-11-05
33023,2020-11-07,cnig_municipios,17,0,0,3,0.0,0.21428571428571427,1,2020-03-26
33070,2020-11-07,cnig_municipios,22,0,0,1,0.0,0.07142857142857142,4,2020-03-15
33028,2020-11-07,cnig_municipios,9,0,4,4,0.5714285714285714,0.2857142857142857,2,2020-11-05
33014,2020-11-07,cnig_municipios,137,1,24,63,3.4285714285714284,4.5,18,2020-10-30
33037,2020-11-07,cnig_municipios,546,14,141,237,20.142857142857142,16.928571428571427,41,2020-10-09
33064,2020-11-07,cnig_municipios,1,0,1,1,0.14285714285714285,0.07142857142857142,1,2020-11-04
33029,2020-11-07,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33036,2020-11-07,cnig_municipios,120,0,13,33,1.8571428571428572,2.357142857142857,6,2020-08-24
33054,2020-11-07,cnig_municipios,11,1,2,3,0.2857142857142857,0.21428571428571427,2,2020-03-24
33060,2020-11-07,cnig_municipios,295,5,76,104,10.857142857142858,7.428571428571429,34,2020-11-05
33059,2020-11-07,cnig_municipios,54,0,6,11,0.8571428571428571,0.7857142857142857,6,2020-03-30
33018,2020-11-07,cnig_municipios,19,0,1,5,0.14285714285714285,0.35714285714285715,4,2020-10-28
33048,2020-11-07,cnig_municipios,1,0,0,1,0.0,0.07142857142857142,1,2020-10-31
33032,2020-11-07,cnig_municipios,302,2,52,77,7.428571428571429,5.5,24,2020-11-05
33072,2020-11-07,cnig_municipios,34,0,0,2,0.0,0.14285714285714285,6,2020-10-09
33011,2020-11-07,cnig_municipios,149,1,17,35,2.4285714285714284,2.5,7,2020-11-02
33075,2020-11-07,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33073,2020-11-07,cnig_municipios,88,0,4,22,0.5714285714285714,1.5714285714285714,7,2020-10-09
33040,2020-11-07,cnig_municipios,37,0,5,8,0.7142857142857143,0.5714285714285714,3,2020-11-03
33003,2020-11-07,cnig_municipios,4,0,0,2,0.0,0.14285714285714285,2,2020-04-25
33042,2020-11-07,cnig_municipios,41,1,7,13,1.0,0.9285714285714286,4,2020-10-22
33016,2020-11-07,cnig_municipios,292,11,27,45,3.857142857142857,3.2142857142857144,17,2020-03-25
33050,2020-11-07,cnig_municipios,11,0,1,1,0.14285714285714285,0.07142857142857142,3,2020-09-30
33030,2020-11-07,cnig_municipios,11,0,1,1,0.14285714285714285,0.07142857142857142,5,2020-10-23
33069,2020-11-07,cnig_municipios,33,5,11,17,1.5714285714285714,1.2142857142857142,6,2020-10-22
33049,2020-11-07,cnig_municipios,38,3,20,23,2.857142857142857,1.6428571428571428,5,2020-11-06
33052,2020-11-07,cnig_municipios,2,0,1,1,0.14285714285714285,0.07142857142857142,1,2020-10-15
33013,2020-11-07,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33017,2020-11-07,cnig_municipios,14,0,1,2,0.14285714285714285,0.14285714285714285,3,2020-08-01
33015,2020-11-07,cnig_municipios,6,0,3,3,0.42857142857142855,0.21428571428571427,1,2020-09-19
33035,2020-11-06,cnig_municipios,130,3,20,36,2.857142857142857,2.5714285714285716,7,2020-10-30
33001,2020-11-06,cnig_municipios,26,0,7,20,1.0,1.4285714285714286,5,2020-10-27
33002,2020-11-06,cnig_municipios,109,4,26,51,3.7142857142857144,3.642857142857143,7,2020-10-23
33078,2020-11-06,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33058,2020-11-06,cnig_municipios,40,0,0,1,0.0,0.07142857142857142,22,2020-10-15
33046,2020-11-06,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33020,2020-11-06,cnig_municipios,161,2,11,37,1.5714285714285714,2.642857142857143,11,2020-10-28
33041,2020-11-06,cnig_municipios,37,0,4,5,0.5714285714285714,0.35714285714285715,5,2020-10-18
33021,2020-11-06,cnig_municipios,48,6,18,26,2.5714285714285716,1.8571428571428572,6,2020-11-06
33010,2020-11-06,cnig_municipios,16,0,0,2,0.0,0.14285714285714285,4,2020-04-03
33038,2020-11-06,cnig_municipios,13,0,0,2,0.0,0.14285714285714285,2,2020-03-23
33004,2020-11-06,cnig_municipios,1118,33,114,284,16.285714285714285,20.285714285714285,48,2020-10-09
33012,2020-11-06,cnig_municipios,63,1,7,12,1.0,0.8571428571428571,4,2020-09-12
33027,2020-11-06,cnig_municipios,5,0,0,0,0.0,0.0,3,2020-10-05
33047,2020-11-06,cnig_municipios,6,0,0,0,0.0,0.0,1,2020-03-15
33071,2020-11-06,cnig_municipios,1,0,0,1,0.0,0.07142857142857142,1,2020-10-27
33007,2020-11-06,cnig_municipios,7,0,0,0,0.0,0.0,3,2020-09-14
33062,2020-11-06,cnig_municipios,3,0,1,3,0.14285714285714285,0.21428571428571427,1,2020-10-24
33063,2020-11-06,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33009,2020-11-06,cnig_municipios,8,0,0,1,0.0,0.07142857142857142,3,2020-10-09
33056,2020-11-06,cnig_municipios,30,0,2,2,0.2857142857142857,0.14285714285714285,3,2020-09-04
33057,2020-11-06,cnig_municipios,19,0,1,3,0.14285714285714285,0.21428571428571427,2,2020-03-29
33025,2020-11-06,cnig_municipios,92,8,17,26,2.4285714285714284,1.8571428571428572,10,2020-10-23
33065,2020-11-06,cnig_municipios,8,0,1,2,0.14285714285714285,0.14285714285714285,2,2020-08-28
33074,2020-11-06,cnig_municipios,19,0,1,8,0.14285714285714285,0.5714285714285714,3,2020-09-09
33033,2020-11-06,cnig_municipios,134,2,17,47,2.4285714285714284,3.357142857142857,11,2020-10-24
33053,2020-11-06,cnig_municipios,7,0,0,1,0.0,0.07142857142857142,1,2020-03-16
33044,2020-11-06,cnig_municipios,2778,75,383,678,54.714285714285715,48.42857142857143,80,2020-11-02
33061,2020-11-06,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33019,2020-11-06,cnig_municipios,23,0,6,8,0.8571428571428571,0.5714285714285714,2,2020-08-05
33006,2020-11-06,cnig_municipios,14,0,4,5,0.5714285714285714,0.35714285714285715,2,2020-11-03
33051,2020-11-06,cnig_municipios,152,4,11,33,1.5714285714285714,2.357142857142857,22,2020-04-11
33031,2020-11-06,cnig_municipios,674,26,145,259,20.714285714285715,18.5,47,2020-11-05
33022,2020-11-06,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-17
33005,2020-11-06,cnig_municipios,6,0,2,2,0.2857142857142857,0.14285714285714285,2,2020-11-02
33045,2020-11-06,cnig_municipios,71,0,8,19,1.1428571428571428,1.3571428571428572,6,2020-08-20
33034,2020-11-06,cnig_municipios,132,3,15,33,2.142857142857143,2.357142857142857,8,2020-09-18
33055,2020-11-06,cnig_municipios,8,0,1,1,0.14285714285714285,0.07142857142857142,2,2020-08-16
33067,2020-11-06,cnig_municipios,13,2,7,11,1.0,0.7857142857142857,4,2020-11-05
33008,2020-11-06,cnig_municipios,12,0,0,1,0.0,0.07142857142857142,3,2020-08-21
33043,2020-11-06,cnig_municipios,5,0,0,1,0.0,0.07142857142857142,2,2020-09-20
33039,2020-11-06,cnig_municipios,13,3,5,6,0.7142857142857143,0.42857142857142855,3,2020-11-06
33068,2020-11-06,cnig_municipios,8,1,1,7,0.14285714285714285,0.5,2,2020-10-27
33077,2020-11-06,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33076,2020-11-06,cnig_municipios,216,4,57,90,8.142857142857142,6.428571428571429,35,2020-11-05
33026,2020-11-06,cnig_municipios,130,0,6,15,0.8571428571428571,1.0714285714285714,41,2020-03-19
33066,2020-11-06,cnig_municipios,655,15,66,145,9.428571428571429,10.357142857142858,59,2020-10-22
33024,2020-11-06,cnig_municipios,5321,271,1217,2383,173.85714285714286,170.21428571428572,275,2020-11-05
33023,2020-11-06,cnig_municipios,17,0,0,3,0.0,0.21428571428571427,1,2020-03-26
33070,2020-11-06,cnig_municipios,22,0,0,1,0.0,0.07142857142857142,4,2020-03-15
33028,2020-11-06,cnig_municipios,9,1,4,4,0.5714285714285714,0.2857142857142857,2,2020-11-05
33014,2020-11-06,cnig_municipios,136,6,24,68,3.4285714285714284,4.857142857142857,18,2020-10-30
33037,2020-11-06,cnig_municipios,532,36,142,235,20.285714285714285,16.785714285714285,41,2020-10-09
33064,2020-11-06,cnig_municipios,1,0,1,1,0.14285714285714285,0.07142857142857142,1,2020-11-04
33029,2020-11-06,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33036,2020-11-06,cnig_municipios,120,1,14,34,2.0,2.4285714285714284,6,2020-08-24
33054,2020-11-06,cnig_municipios,10,0,1,2,0.14285714285714285,0.14285714285714285,2,2020-03-24
33060,2020-11-06,cnig_municipios,290,20,74,99,10.571428571428571,7.071428571428571,34,2020-11-05
33059,2020-11-06,cnig_municipios,54,1,6,11,0.8571428571428571,0.7857142857142857,6,2020-03-30
33018,2020-11-06,cnig_municipios,19,0,1,5,0.14285714285714285,0.35714285714285715,4,2020-10-28
33048,2020-11-06,cnig_municipios,1,0,1,1,0.14285714285714285,0.07142857142857142,1,2020-10-31
33032,2020-11-06,cnig_municipios,300,9,52,75,7.428571428571429,5.357142857142857,24,2020-11-05
33072,2020-11-06,cnig_municipios,34,0,0,2,0.0,0.14285714285714285,6,2020-10-09
33011,2020-11-06,cnig_municipios,148,3,16,35,2.2857142857142856,2.5,7,2020-11-02
33075,2020-11-06,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33073,2020-11-06,cnig_municipios,88,1,4,25,0.5714285714285714,1.7857142857142858,7,2020-10-09
33040,2020-11-06,cnig_municipios,37,0,5,9,0.7142857142857143,0.6428571428571429,3,2020-11-03
33003,2020-11-06,cnig_municipios,4,0,0,2,0.0,0.14285714285714285,2,2020-04-25
33042,2020-11-06,cnig_municipios,40,0,6,13,0.8571428571428571,0.9285714285714286,4,2020-10-22
33016,2020-11-06,cnig_municipios,281,6,21,39,3.0,2.7857142857142856,17,2020-03-25
33050,2020-11-06,cnig_municipios,11,1,1,1,0.14285714285714285,0.07142857142857142,3,2020-09-30
33030,2020-11-06,cnig_municipios,11,0,1,2,0.14285714285714285,0.14285714285714285,5,2020-10-23
33069,2020-11-06,cnig_municipios,28,1,6,13,0.8571428571428571,0.9285714285714286,6,2020-10-22
33049,2020-11-06,cnig_municipios,35,5,17,20,2.4285714285714284,1.4285714285714286,5,2020-11-06
33052,2020-11-06,cnig_municipios,2,0,1,1,0.14285714285714285,0.07142857142857142,1,2020-10-15
33013,2020-11-06,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33017,2020-11-06,cnig_municipios,14,0,1,2,0.14285714285714285,0.14285714285714285,3,2020-08-01
33015,2020-11-06,cnig_municipios,6,0,3,3,0.42857142857142855,0.21428571428571427,1,2020-09-19
33035,2020-11-05,cnig_municipios,127,5,24,34,3.4285714285714284,2.4285714285714284,7,2020-10-30
33001,2020-11-05,cnig_municipios,26,2,11,20,1.5714285714285714,1.4285714285714286,5,2020-10-27
33002,2020-11-05,cnig_municipios,105,7,26,54,3.7142857142857144,3.857142857142857,7,2020-10-23
33078,2020-11-05,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33058,2020-11-05,cnig_municipios,40,0,0,1,0.0,0.07142857142857142,22,2020-10-15
33046,2020-11-05,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33020,2020-11-05,cnig_municipios,159,2,10,40,1.4285714285714286,2.857142857142857,11,2020-10-28
33041,2020-11-05,cnig_municipios,37,1,4,9,0.5714285714285714,0.6428571428571429,5,2020-10-18
33021,2020-11-05,cnig_municipios,42,0,15,21,2.142857142857143,1.5,5,2020-11-04
33010,2020-11-05,cnig_municipios,16,0,0,2,0.0,0.14285714285714285,4,2020-04-03
33038,2020-11-05,cnig_municipios,13,0,0,2,0.0,0.14285714285714285,2,2020-03-23
33004,2020-11-05,cnig_municipios,1085,21,116,287,16.571428571428573,20.5,48,2020-10-09
33012,2020-11-05,cnig_municipios,62,2,8,13,1.1428571428571428,0.9285714285714286,4,2020-09-12
33027,2020-11-05,cnig_municipios,5,0,0,0,0.0,0.0,3,2020-10-05
33047,2020-11-05,cnig_municipios,6,0,0,0,0.0,0.0,1,2020-03-15
33071,2020-11-05,cnig_municipios,1,0,0,1,0.0,0.07142857142857142,1,2020-10-27
33007,2020-11-05,cnig_municipios,7,0,0,0,0.0,0.0,3,2020-09-14
33062,2020-11-05,cnig_municipios,3,1,1,3,0.14285714285714285,0.21428571428571427,1,2020-10-24
33063,2020-11-05,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33009,2020-11-05,cnig_municipios,8,0,1,1,0.14285714285714285,0.07142857142857142,3,2020-10-09
33056,2020-11-05,cnig_municipios,30,0,2,3,0.2857142857142857,0.21428571428571427,3,2020-09-04
33057,2020-11-05,cnig_municipios,19,0,1,3,0.14285714285714285,0.21428571428571427,2,2020-03-29
33025,2020-11-05,cnig_municipios,84,1,10,28,1.4285714285714286,2.0,10,2020-10-23
33065,2020-11-05,cnig_municipios,8,1,1,2,0.14285714285714285,0.14285714285714285,2,2020-08-28
33074,2020-11-05,cnig_municipios,19,0,1,9,0.14285714285714285,0.6428571428571429,3,2020-09-09
33033,2020-11-05,cnig_municipios,132,4,17,45,2.4285714285714284,3.2142857142857144,11,2020-10-24
33053,2020-11-05,cnig_municipios,7,0,0,1,0.0,0.07142857142857142,1,2020-03-16
33044,2020-11-05,cnig_municipios,2703,50,354,642,50.57142857142857,45.857142857142854,80,2020-11-02
33061,2020-11-05,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33019,2020-11-05,cnig_municipios,23,1,6,8,0.8571428571428571,0.5714285714285714,2,2020-08-05
33006,2020-11-05,cnig_municipios,14,0,4,6,0.5714285714285714,0.42857142857142855,2,2020-11-03
33051,2020-11-05,cnig_municipios,148,1,15,35,2.142857142857143,2.5,22,2020-04-11
33031,2020-11-05,cnig_municipios,648,47,148,247,21.142857142857142,17.642857142857142,47,2020-11-05
33022,2020-11-05,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-17
33005,2020-11-05,cnig_municipios,6,0,2,2,0.2857142857142857,0.14285714285714285,2,2020-11-02
33045,2020-11-05,cnig_municipios,71,4,8,20,1.1428571428571428,1.4285714285714286,6,2020-08-20
33034,2020-11-05,cnig_municipios,129,5,12,36,1.7142857142857142,2.5714285714285716,8,2020-09-18
33055,2020-11-05,cnig_municipios,8,0,1,1,0.14285714285714285,0.07142857142857142,2,2020-08-16
33067,2020-11-05,cnig_municipios,11,4,5,9,0.7142857142857143,0.6428571428571429,4,2020-11-05
33008,2020-11-05,cnig_municipios,12,0,0,1,0.0,0.07142857142857142,3,2020-08-21
33043,2020-11-05,cnig_municipios,5,0,1,1,0.14285714285714285,0.07142857142857142,2,2020-09-20
33039,2020-11-05,cnig_municipios,10,0,3,3,0.42857142857142855,0.21428571428571427,2,2020-09-04
33068,2020-11-05,cnig_municipios,7,0,1,6,0.14285714285714285,0.42857142857142855,2,2020-10-27
33077,2020-11-05,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33076,2020-11-05,cnig_municipios,212,35,58,88,8.285714285714286,6.285714285714286,35,2020-11-05
33026,2020-11-05,cnig_municipios,130,1,9,16,1.2857142857142858,1.1428571428571428,41,2020-03-19
33066,2020-11-05,cnig_municipios,640,10,60,139,8.571428571428571,9.928571428571429,59,2020-10-22
33024,2020-11-05,cnig_municipios,5050,275,1129,2312,161.28571428571428,165.14285714285714,275,2020-11-05
33023,2020-11-05,cnig_municipios,17,0,0,3,0.0,0.21428571428571427,1,2020-03-26
33070,2020-11-05,cnig_municipios,22,0,0,1,0.0,0.07142857142857142,4,2020-03-15
