id,date,layer,population,total_cases,new_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date,active_cases_14_by_100k,active_cases_7_by_100k,new_cases_by_100k,total_cases_by_100k
37,2021-08-07,zbs_15,,532,3,16,40,2.2857142857142856,2.857142857142857,39,2020-11-04,,,,
17,2021-08-07,zbs_15,,3152,4,64,133,9.142857142857142,9.5,40,2020-10-18,,,,
68,2021-08-07,zbs_15,,1506,2,17,59,2.4285714285714284,4.214285714285714,85,2020-05-28,,,,
13,2021-08-07,zbs_15,,2270,5,32,78,4.571428571428571,5.571428571428571,41,2020-05-19,,,,
49,2021-08-07,zbs_15,,1492,5,33,68,4.714285714285714,4.857142857142857,34,2020-05-19,,,,
24,2021-08-07,zbs_15,,1720,0,25,73,3.5714285714285716,5.214285714285714,26,2020-10-19,,,,
16,2021-08-07,zbs_15,,1743,1,17,50,2.4285714285714284,3.5714285714285716,37,2020-10-19,,,,
26,2021-08-07,zbs_15,,2756,1,37,106,5.285714285714286,7.571428571428571,155,2020-05-28,,,,
66,2021-08-07,zbs_15,,1613,2,35,74,5.0,5.285714285714286,21,2020-10-19,,,,
14,2021-08-07,zbs_15,,1706,3,29,100,4.142857142857143,7.142857142857143,20,2021-07-25,,,,
46,2021-08-07,zbs_15,,2893,23,89,183,12.714285714285714,13.071428571428571,50,2020-08-26,,,,
61,2021-08-07,zbs_15,,2090,0,19,68,2.7142857142857144,4.857142857142857,190,2020-05-28,,,,
45,2021-08-07,zbs_15,,1727,15,85,130,12.142857142857142,9.285714285714286,28,2020-08-26,,,,
40,2021-08-07,zbs_15,,1324,1,16,41,2.2857142857142856,2.9285714285714284,51,2020-05-19,,,,
33,2021-08-07,zbs_15,,434,1,12,35,1.7142857142857142,2.5,12,2020-10-09,,,,
36,2021-08-07,zbs_15,,135,0,1,3,0.14285714285714285,0.21428571428571427,5,2021-01-23,,,,
02,2021-08-07,zbs_15,,1201,2,8,48,1.1428571428571428,3.4285714285714284,27,2021-04-11,,,,
51,2021-08-07,zbs_15,,1572,2,29,60,4.142857142857143,4.285714285714286,32,2020-10-29,,,,
06,2021-08-07,zbs_15,,968,3,61,141,8.714285714285714,10.071428571428571,21,2021-07-31,,,,
10,2021-08-07,zbs_15,,394,0,3,23,0.42857142857142855,1.6428571428571428,12,2020-05-28,,,,
03,2021-08-07,zbs_15,,984,4,27,73,3.857142857142857,5.214285714285714,24,2020-12-16,,,,
29,2021-08-07,zbs_15,,943,3,19,49,2.7142857142857144,3.5,35,2020-10-29,,,,
08,2021-08-07,zbs_15,,314,1,6,11,0.8571428571428571,0.7857142857142857,13,2020-10-15,,,,
05,2021-08-07,zbs_15,,1171,2,23,65,3.2857142857142856,4.642857142857143,157,2021-07-15,,,,
04,2021-08-07,zbs_15,,564,1,7,29,1.0,2.0714285714285716,18,2021-07-14,,,,
01,2021-08-07,zbs_15,,1155,2,55,100,7.857142857142857,7.142857142857143,36,2020-05-28,,,,
18,2021-08-07,zbs_15,,2474,4,59,129,8.428571428571429,9.214285714285714,30,2020-11-22,,,,
23,2021-08-07,zbs_15,,2830,4,53,132,7.571428571428571,9.428571428571429,54,2020-04-05,,,,
07,2021-08-07,zbs_15,,698,4,19,43,2.7142857142857144,3.0714285714285716,18,2021-07-09,,,,
15,2021-08-07,zbs_15,,870,0,14,34,2.0,2.4285714285714284,54,2020-10-10,,,,
21,2021-08-07,zbs_15,,1832,2,42,93,6.0,6.642857142857143,25,2021-01-18,,,,
31,2021-08-07,zbs_15,,83,0,1,2,0.14285714285714285,0.14285714285714285,8,2020-10-07,,,,
47,2021-08-07,zbs_15,,2069,3,26,59,3.7142857142857144,4.214285714285714,43,2020-10-12,,,,
12,2021-08-07,zbs_15,,1392,1,23,77,3.2857142857142856,5.5,24,2020-10-18,,,,
27,2021-08-06,zbs_15,,693,2,8,28,1.1428571428571428,2.0,18,2020-04-22,,,,
42,2021-08-06,zbs_15,,519,0,3,15,0.42857142857142855,1.0714285714285714,25,2020-10-19,,,,
50,2021-08-06,zbs_15,,1480,16,45,83,6.428571428571429,5.928571428571429,27,2020-10-22,,,,
32,2021-08-06,zbs_15,,1702,9,89,226,12.714285714285714,16.142857142857142,24,2021-07-21,,,,
11,2021-08-06,zbs_15,,1831,5,55,115,7.857142857142857,8.214285714285714,27,2021-07-10,,,,
41,2021-08-06,zbs_15,,768,0,10,21,1.4285714285714286,1.5,77,2020-05-28,,,,
43,2021-08-06,zbs_15,,818,1,16,25,2.2857142857142856,1.7857142857142858,20,2020-10-26,,,,
64,2021-08-06,zbs_15,,1469,6,21,66,3.0,4.714285714285714,67,2020-05-28,,,,
