id,date,layer,new_cases,total_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date,population,active_cases_14_by_100k,active_cases_7_by_100k,new_cases_by_100k,total_cases_by_100k
03,2021-04-03,cnig_ccaa,117,48018,753,1634,107.57142857142857,116.71428571428571,801,2020-11-10,1028799.4302555308,0.00158825904442244,0.0007319210896267425,0.00011372479081849784,0.04667382056002248
10,2021-04-02,cnig_ccaa,120,387497,926,1823,132.28571428571428,130.21428571428572,8635,2021-01-15,4967115.984496349,0.00036701377734887886,0.00018642608767145463,2.4158888251160428e-05,0.07801247267216593
06,2021-04-02,cnig_ccaa,53,26366,385,750,55.0,53.57142857142857,261,2020-11-02,594887.1114709905,0.0012607434007865096,0.0006471816124037417,8.909253365558002e-05,0.044321014006849485
09,2021-04-02,cnig_ccaa,1068,553228,9734,19523,1390.5714285714287,1394.5,5575,2020-10-20,7475634.01558353,0.002611551068351235,0.0013020969164232402,0.0001428641367105014,0.0740041578877128
02,2021-04-02,cnig_ccaa,163,111461,1245,2234,177.85714285714286,159.57142857142858,1137,2020-10-26,1304361.3540726807,0.0017127155699796352,0.0009544901005481852,0.0001249653705938588,0.08545254706602512
12,2021-04-02,cnig_ccaa,123,117762,1049,1951,149.85714285714286,139.35714285714286,1863,2021-01-18,2702743.896404008,0.0007218589976637443,0.00038812408434098813,4.550930636219403e-05,0.04357127590101377
19,2021-04-02,cnig_ccaa,23,8028,205,396,29.285714285714285,28.285714285714285,99,2020-10-21,76759.00917195033,0.005159003539413956,0.00267069627671682,0.00029963909446091157,0.10458707175357382
15,2021-04-02,cnig_ccaa,224,55251,1297,2398,185.28571428571428,171.28571428571428,742,2020-10-19,630053.2650838441,0.0038060274152866857,0.0020585561124382115,0.00035552549667398567,0.08769258578899278
07,2021-04-02,cnig_ccaa,288,215034,2101,3862,300.14285714285717,275.85714285714283,2956,2021-01-18,2462855.620548973,0.0015680984170477507,0.0008530747732307934,0.00011693742726819062,0.08731084283051424
11,2021-04-02,cnig_ccaa,91,71517,743,1270,106.14285714285714,90.71428571428571,1302,2021-01-12,1112110.6892200727,0.0011419726582168324,0.00066809896461032,8.182638732104862e-05,0.06430744771471905
18,2021-04-02,cnig_ccaa,25,5271,185,301,26.428571428571427,21.5,75,2020-10-28,74685.51914015658,0.004030232412726976,0.002477053144034852,0.0003347369113560611,0.07057593039031193
14,2021-04-02,cnig_ccaa,54,108862,512,989,73.14285714285714,70.64285714285714,2115,2021-01-12,1465825.0211948524,0.0006747053609398936,0.0003492913496473463,3.683932203311855e-05,0.07426670879943245
01,2021-04-02,cnig_ccaa,1107,511769,8282,15294,1183.142857142857,1092.4285714285713,8475,2021-01-20,8423812.428206265,0.0018155674916015012,0.0009831652913197093,0.00013141318250312945,0.06075265853337313
04,2021-04-02,cnig_ccaa,46,57696,305,649,43.57142857142857,46.357142857142854,798,2021-01-04,1117058.8342906507,0.000580989989137076,0.00027303843865455807,4.117956779708089e-05,0.051649920513486505
05,2021-04-02,cnig_ccaa,174,47936,1347,2713,192.42857142857142,193.78571428571428,356,2021-01-12,2086392.9778445116,0.0013003302967415308,0.0006456118354997575,8.339751995319807e-05,0.022975537451014383
13,2021-04-02,cnig_ccaa,1450,640439,10486,20983,1498.0,1498.7857142857142,7008,2021-01-19,6186570.547031332,0.0033917014023332904,0.0016949616787335883,0.00023437864144227572,0.10352084327355146
16,2021-04-02,cnig_ccaa,606,166058,3587,6608,512.4285714285714,472.0,1504,2020-11-02,2126142.0229296326,0.003107976762010832,0.0016870933179983134,0.00028502329264203455,0.07810296688044716
08,2021-04-02,cnig_ccaa,196,177419,1581,2867,225.85714285714286,204.78571428571428,2632,2021-01-15,2131357.7636631653,0.0013451519256309585,0.0007417806747201064,9.19601595478437e-05,0.0832422425858106
17,2021-04-02,cnig_ccaa,42,28155,315,583,45.0,41.642857142857146,350,2021-01-21,318212.07741119084,0.001832111479686714,0.0009899058595219808,0.0001319874479362641,0.08847872849155991
03,2021-04-02,cnig_ccaa,94,47901,784,1635,112.0,116.78571428571429,801,2020-11-10,1029456.057261862,0.0015882173779702248,0.0007615672320052943,9.131035689859396e-05,0.04653039793403776
10,2021-04-01,cnig_ccaa,166,387377,960,1790,137.14285714285714,127.85714285714286,8635,2021-01-15,4968178.620234412,0.0003602930041020834,0.0001932297675631285,3.341264730779097e-05,0.07797163298885629
06,2021-04-01,cnig_ccaa,50,26313,388,743,55.42857142857143,53.07142857142857,261,2020-11-02,594181.6954127852,0.001250459254696207,0.000652998910931532,8.414934419220773e-05,0.044284433874591245
09,2021-04-01,cnig_ccaa,1622,552160,10279,19784,1468.4285714285713,1413.142857142857,5575,2020-10-20,7494263.82669069,0.0026398857122616405,0.0013715823512099375,0.00021643219901376775,0.07367768372838594
02,2021-04-01,cnig_ccaa,237,111298,1249,2225,178.42857142857142,158.92857142857142,1137,2020-10-26,1302471.7846963669,0.0017082903646305808,0.0009589459170443126,0.0001819617152437967,0.08545137123714804
12,2021-04-01,cnig_ccaa,160,117639,1067,1987,152.42857142857142,141.92857142857142,1863,2021-01-18,2695714.68339663,0.0007370958107095957,0.00039581340212739737,5.935346236212144e-05,0.04363926224261003
19,2021-04-01,cnig_ccaa,26,8005,208,395,29.714285714285715,28.214285714285715,99,2020-10-21,77044.89129193686,0.005126881138728257,0.0026997247515328543,0.0003374655939416068,0.10390046459625239
15,2021-04-01,cnig_ccaa,203,55027,1233,2269,176.14285714285714,162.07142857142858,742,2020-10-19,629657.312467712,0.00360354744568515,0.0019582080213881845,0.0003223975898960271,0.0873919811783679
07,2021-04-01,cnig_ccaa,318,214746,2132,3778,304.57142857142856,269.85714285714283,2956,2021-01-18,2452920.3103952603,0.0015402049483585621,0.0008691680650874681,0.0001296413905712077,0.08754707565913387
11,2021-04-01,cnig_ccaa,153,71426,739,1239,105.57142857142857,88.5,1302,2021-01-12,1106129.3200719778,0.001120122193234491,0.0006680954808719038,0.00013832017398295168,0.0645729199144203
18,2021-04-01,cnig_ccaa,20,5246,181,296,25.857142857142858,21.142857142857142,75,2020-10-28,74745.71251486619,0.003960093362427022,0.0024215435763489564,0.00026757387583966366,0.07018462763274377
14,2021-04-01,cnig_ccaa,63,108808,519,986,74.14285714285714,70.42857142857143,2115,2021-01-12,1463110.596741813,0.0006739066767718817,0.00035472369700264363,4.305894587893362e-05,0.07436758386023824
01,2021-04-01,cnig_ccaa,1400,510662,8414,15151,1202.0,1082.2142857142858,8475,2021-01-20,8411558.31305762,0.001801212027084263,0.0010002902775979796,0.00016643765018269213,0.06070955951256709
04,2021-04-01,cnig_ccaa,58,57650,320,659,45.714285714285715,47.07142857142857,798,2021-01-04,1117829.8546263613,0.0005895351580319647,0.0002862689689988296,5.188625063103786e-05,0.051573143946195395
05,2021-04-01,cnig_ccaa,236,47762,1339,2758,191.28571428571428,197.0,356,2021-01-12,2089413.202788052,0.0013199878302289875,0.0006408497841467057,0.00011295037270994962,0.022859049582087346
13,2021-04-01,cnig_ccaa,1343,638989,10773,20552,1539.0,1468.0,7008,2021-01-19,6219680.821042627,0.003304349626827763,0.0017320824508473868,0.000215927479020518,0.10273662240643468
16,2021-04-01,cnig_ccaa,576,165452,3369,6318,481.2857142857143,451.2857142857143,1504,2020-11-02,2133211.5901724724,0.0029617315174483854,0.0015793088765880992,0.0002700154089981434,0.07756005112770976
08,2021-04-01,cnig_ccaa,209,177223,1606,2826,229.42857142857142,201.85714285714286,2632,2021-01-15,2112363.01763765,0.001337838229699951,0.0007602859861635248,9.894132696648611e-05,0.08389798463627544
17,2021-04-01,cnig_ccaa,42,28113,321,559,45.857142857142854,39.92857142857143,350,2021-01-21,318176.42796768,0.0017568869057037206,0.0010088742338656427,0.00013200223620671962,0.08835663967808353
03,2021-04-01,cnig_ccaa,96,47807,806,1656,115.14285714285714,118.28571428571429,801,2020-11-10,1030232.4972528779,0.0016074041582028673,0.0007823476760335211,9.318284975089086e-05,0.04640408852125874
10,2021-03-31,cnig_ccaa,136,387211,932,1741,133.14285714285714,124.35714285714286,8635,2021-01-15,4968392.514541988,0.0003504151483410916,0.00018758582323601228,2.7373038583795783e-05,0.07793486502257463
06,2021-03-31,cnig_ccaa,65,26263,403,734,57.57142857142857,52.42857142857143,261,2020-11-02,593781.2334848484,0.0012361455004096717,0.0006787011398707053,0.00010946792578559762,0.04423009438318693
09,2021-03-31,cnig_ccaa,1442,550538,10115,19433,1445.0,1388.0714285714287,5575,2020-10-20,7500248.690779861,0.0025909807529301263,0.0013486219480208011,0.00019226029155175437,0.07340263272560314
02,2021-03-31,cnig_ccaa,203,111061,1162,2127,166.0,151.92857142857142,1137,2020-10-26,1303500.7909031832,0.001631759654342996,0.0008914455657482658,0.00015573446630541993,0.08520209636623764
12,2021-03-31,cnig_ccaa,160,117479,1043,1991,149.0,142.21428571428572,1863,2021-01-18,2688234.2648785925,0.0007406348568694844,0.00038798701944493835,5.951862235013436e-05,0.04370117646919647
19,2021-03-31,cnig_ccaa,38,7979,212,395,30.285714285714285,28.214285714285715,99,2020-10-21,77022.38225029179,0.0051283794198471915,0.002752446675968619,0.0004933630834283374,0.10359326428091326
15,2021-03-31,cnig_ccaa,170,54824,1197,2179,171.0,155.64285714285714,742,2020-10-19,631877.0568965598,0.0034484556389847037,0.0018943558512458422,0.00026903967812179884,0.08676371360793822
07,2021-03-31,cnig_ccaa,377,214428,2105,3668,300.7142857142857,262.0,2956,2021-01-18,2447550.283030352,0.001498641325341267,0.0008600436177326518,0.0001540315647910735,0.08760923176397961
11,2021-03-31,cnig_ccaa,110,71273,646,1167,92.28571428571429,83.35714285714286,1302,2021-01-12,1104462.7744912568,0.0010566223026733964,0.0005848997493804748,9.95959325570468e-05,0.06453182637398543
18,2021-03-31,cnig_ccaa,34,5226,189,290,27.0,20.714285714285715,75,2020-10-28,76080.50011712601,0.003811752019946566,0.002484210799206555,0.0004468950644075284,0.06869040019393363
14,2021-03-31,cnig_ccaa,77,108745,535,995,76.42857142857143,71.07142857142857,2115,2021-01-12,1463263.9251030805,0.0006799866947652021,0.0003656209866325459,5.262208592655333e-05,0.07431673680627328
01,2021-03-31,cnig_ccaa,1451,509262,8165,14690,1166.4285714285713,1049.2857142857142,8475,2021-01-20,8373304.268965955,0.001754385070472796,0.0009751228114642872,0.00017328881805691129,0.06081971747849673
04,2021-03-31,cnig_ccaa,22,57592,313,647,44.714285714285715,46.214285714285715,798,2021-01-04,1118774.946004289,0.0005783111271044852,0.0002797702979655392,1.966436599118806e-05,0.05147773482565922
05,2021-03-31,cnig_ccaa,187,47526,1284,2725,183.42857142857142,194.64285714285714,356,2021-01-12,2091870.5328398582,0.001302661879509639,0.000613804716803808,8.93936776030468e-05,0.022719379260761507
13,2021-03-31,cnig_ccaa,1842,637646,10851,20571,1550.142857142857,1469.357142857143,7008,2021-01-19,6263110.474351006,0.003284470245933448,0.0017325257225523233,0.0002941030670851884,0.10180979604484368
16,2021-03-31,cnig_ccaa,474,164876,3156,6101,450.85714285714283,435.7857142857143,1504,2020-11-02,2146949.796777772,0.0028417059444783596,0.001469992453822931,0.0002207783343194136,0.07679546128533257
08,2021-03-31,cnig_ccaa,303,177014,1595,2770,227.85714285714286,197.85714285714286,2632,2021-01-15,2100383.836381893,0.0013188065685991867,0.0007593850097168601,0.00014425934667348505,0.08427697687148608
17,2021-03-31,cnig_ccaa,61,28071,321,554,45.857142857142854,39.57142857142857,350,2021-01-21,319076.76723325264,0.0017362592858257617,0.0010060274923286453,0.00019117656396276436,0.08797569388522555
03,2021-03-31,cnig_ccaa,75,47711,826,1623,118.0,115.92857142857143,801,2020-11-10,1029589.8846748326,0.0015763558132785849,0.0008022611840838638,7.28445385064041e-05,0.046339810355720615
10,2021-03-30,cnig_ccaa,146,387075,945,1725,135.0,123.21428571428571,8635,2021-01-15,4965002.310828737,0.0003474318624661567,0.00019033223769885106,2.9405827200034135e-05,0.07796068879077543
06,2021-03-30,cnig_ccaa,54,26198,397,725,56.714285714285715,51.785714285714285,261,2020-11-02,592882.3325701451,0.0012228396094333335,0.0006696101033724599,9.108046746124139e-05,0.044187520121288924
09,2021-03-30,cnig_ccaa,1575,549096,10176,19209,1453.7142857142858,1372.0714285714287,5575,2020-10-20,7498079.237806374,0.0025618560955111692,0.0013571475676985609,0.0002100537951184388,0.07323155472022494
02,2021-03-30,cnig_ccaa,202,110858,1109,2039,158.42857142857142,145.64285714285714,1137,2020-10-26,1307838.9311408799,0.001559060486310267,0.0008479637466003365,0.0001544532703455978,0.08476426061372418
12,2021-03-30,cnig_ccaa,151,117319,1002,1996,143.14285714285714,142.57142857142858,1863,2021-01-18,2688806.3293619603,0.0007423368422647384,0.0003726560701148637,5.615874908916609e-05,0.04363237274431706
19,2021-03-30,cnig_ccaa,37,7941,200,387,28.571428571428573,27.642857142857142,99,2020-10-21,77523.51316353961,0.004992033825706592,0.002579862442225629,0.0004772745518117414,0.1024334382685686
15,2021-03-30,cnig_ccaa,165,54654,1224,2086,174.85714285714286,149.0,742,2020-10-19,632376.7368780195,0.003298666567493252,0.001935555071242445,0.0002609204140155257,0.08642632913699722
07,2021-03-30,cnig_ccaa,311,214051,2003,3490,286.14285714285717,249.28571428571428,2956,2021-01-18,2447923.322717159,0.0014256982510898876,0.0008182445836484369,0.00012704646306273783,0.08744187287794886
11,2021-03-30,cnig_ccaa,106,71163,605,1131,86.42857142857143,80.78571428571429,1302,2021-01-12,1105425.7236950262,0.0010231352281358972,0.0005473004536005463,9.589065798621142e-05,0.06437610277615814
18,2021-03-30,cnig_ccaa,31,5192,171,278,24.428571428571427,19.857142857142858,75,2020-10-28,76169.47119389223,0.003649756203405176,0.0022449939236772846,0.00040698720253798723,0.06816379211539451
14,2021-03-30,cnig_ccaa,82,108668,531,983,75.85714285714286,70.21428571428571,2115,2021-01-12,1461390.870111864,0.0006726468736764141,0.00036335248211818506,5.6110929441979614e-05,0.07435929854391513
01,2021-03-30,cnig_ccaa,1347,507811,7792,14112,1113.142857142857,1008.0,8475,2021-01-20,8370659.146841059,0.0016858887397566084,0.0009308705399789889,0.00016091922707285654,0.06066559288722669
04,2021-03-30,cnig_ccaa,36,57570,345,670,49.285714285714285,47.857142857142854,798,2021-01-04,1118357.6496334248,0.0005990927859433989,0.00030848807634398896,3.219006014024232e-05,0.05147727117427085
05,2021-03-30,cnig_ccaa,186,47339,1284,2777,183.42857142857142,198.35714285714286,356,2021-01-12,2091292.9838716576,0.0013278866334925858,0.0006139742302500829,8.894019223248865e-05,0.022636235269321396
13,2021-03-30,cnig_ccaa,1695,635804,10494,19989,1499.142857142857,1427.7857142857142,7008,2021-01-19,6268685.580466033,0.0031887067461619217,0.0016740351490431339,0.000270391612123891,0.101425409176884
16,2021-03-30,cnig_ccaa,534,164402,3139,5956,448.42857142857144,425.42857142857144,1504,2020-11-02,2149693.748028007,0.002770627213975785,0.0014602079960829397,0.0002484074768742561,0.07647694009940346
08,2021-03-30,cnig_ccaa,270,176711,1505,2611,215.0,186.5,2632,2021-01-15,2103127.1266089207,0.001241484628753742,0.0007156010594693151,0.00012838025651608974,0.08402297596005458
17,2021-03-30,cnig_ccaa,41,28010,316,522,45.142857142857146,37.285714285714285,350,2021-01-21,317988.98240281444,0.0016415663085419525,0.0009937451216460863,0.0001289352847705365,0.08808481283957872
03,2021-03-30,cnig_ccaa,145,47636,846,1616,120.85714285714286,115.42857142857143,801,2020-11-10,1030578.2321100518,0.0015680517496389668,0.000820898378833271,0.00014069771268418948,0.046222594768441726
10,2021-03-29,cnig_ccaa,171,386929,933,1707,133.28571428571428,121.92857142857143,8635,2021-01-15,4962929.6056689015,0.0003439500729670195,0.00018799380086598078,3.445545546418297e-05,0.07796382998421551
06,2021-03-29,cnig_ccaa,53,26144,393,708,56.142857142857146,50.57142857142857,261,2020-11-02,594587.8986907783,0.0011907406820067202,0.0006609619887410184,8.913736743835617e-05,0.04396994970393177
09,2021-03-29,cnig_ccaa,1749,547521,10246,18987,1463.7142857142858,1356.2142857142858,5575,2020-10-20,7490635.323947673,0.002534764967038013,0.0013678412520288347,0.00023349154302151394,0.07309406696780008
02,2021-03-29,cnig_ccaa,171,110656,1060,1976,151.42857142857142,141.14285714285714,1137,2020-10-26,1305003.9317321768,0.0015141716832815875,0.0008122580892097585,0.00013103408797629122,0.0847936142637689
12,2021-03-29,cnig_ccaa,147,117168,1007,2012,143.85714285714286,143.71428571428572,1863,2021-01-18,2689182.60824459,0.0007481827354645014,0.000374463227938744,5.4663450354513774e-05,0.04357011667440591
19,2021-03-29,cnig_ccaa,40,7904,190,394,27.142857142857142,28.142857142857142,99,2020-10-21,77837.1045973666,0.005061853238735834,0.00244099521664926,0.0005138937298208968,0.10154540101260921
15,2021-03-29,cnig_ccaa,180,54489,1227,2031,175.28571428571428,145.07142857142858,742,2020-10-19,629930.5112014039,0.0032241651481946403,0.0019478338930747532,0.00028574580338504936,0.08650001711471086
07,2021-03-29,cnig_ccaa,316,213740,1994,3402,284.85714285714283,243.0,2956,2021-01-18,2435717.7831403296,0.001396713536990258,0.0008186498508990518,0.0001297358840943332,0.08775236666557841
11,2021-03-29,cnig_ccaa,116,71057,611,1138,87.28571428571429,81.28571428571429,1302,2021-01-12,1104123.174201864,0.0010306821073859122,0.0005533802878847034,0.00010506074205339704,0.06435604438007098
18,2021-03-29,cnig_ccaa,31,5161,156,260,22.285714285714285,18.571428571428573,75,2020-10-28,75121.84448227871,0.0034610438786727895,0.0020766263272036737,0.0004126629239956018,0.06870172099165486
14,2021-03-29,cnig_ccaa,111,108586,525,952,75.0,68.0,2115,2021-01-12,1463883.7058783006,0.0006503248831701555,0.0003586350458658945,7.582569541164628e-05,0.07417665731503624
01,2021-03-29,cnig_ccaa,1300,506464,7596,13608,1085.142857142857,972.0,8475,2021-01-20,8399726.955207637,0.0016200526603502693,0.0009043151093489599,0.00015476693551259187,0.060295293251884104
04,2021-03-29,cnig_ccaa,53,57534,341,693,48.714285714285715,49.5,798,2021-01-04,1116414.1609123426,0.0006207373788896361,0.00030544220231077334,4.7473421473521954e-05,0.05153463832184174
05,2021-03-29,cnig_ccaa,228,47153,1309,2807,187.0,200.5,356,2021-01-12,2092949.3986274474,0.0013411695485045295,0.0006254331809734339,0.00010893717743463937,0.022529450559541888
13,2021-03-29,cnig_ccaa,1703,634109,10639,19543,1519.857142857143,1395.9285714285713,7008,2021-01-19,6268035.88988529,0.0031178825940573313,0.0016973419085184439,0.00027169595546638875,0.1011655024221
16,2021-03-29,cnig_ccaa,484,163868,3134,5768,447.7142857142857,412.0,1504,2020-11-02,2146074.1568938,0.002687698363764153,0.0014603409625584007,0.00022552808738936372,0.0763571004634716
08,2021-03-29,cnig_ccaa,239,176441,1432,2512,204.57142857142858,179.42857142857142,2632,2021-01-15,2097474.750799484,0.0011976306265629722,0.0006827257393464077,0.00011394654448588788,0.08412067889386839
17,2021-03-29,cnig_ccaa,49,27969,324,501,46.285714285714285,35.785714285714285,350,2021-01-21,317190.56866440584,0.001579492108197165,0.0010214679502113402,0.00015448126407517182,0.08817727499833634
03,2021-03-29,cnig_ccaa,89,47491,825,1622,117.85714285714286,115.85714285714286,801,2020-11-10,1030577.8202282588,0.0015738743529729266,0.0008005217886576229,8.635932023094357e-05,0.046081915472895967
10,2021-03-28,cnig_ccaa,80,386758,894,1676,127.71428571428571,119.71428571428571,8635,2021-01-15,4962675.376179161,0.00033772106232150486,0.0001801447671333087,1.6120337103651784e-05,0.07793336671917696
06,2021-03-28,cnig_ccaa,58,26091,396,697,56.57142857142857,49.785714285714285,261,2020-11-02,595177.2496502139,0.0011710797084559725,0.0006653480122647993,9.744996139231909e-05,0.0438373610808103
09,2021-03-28,cnig_ccaa,1071,545772,10156,18652,1450.857142857143,1332.2857142857142,5575,2020-10-20,7490786.971275584,0.002489992049102927,0.0013557988017740363,0.00014297563181370549,0.07285910039797355
02,2021-03-28,cnig_ccaa,136,110485,1060,1956,151.42857142857142,139.71428571428572,1137,2020-10-26,1298750.7535572343,0.0015060626487742796,0.0008161689200924011,0.00010471601238921372,0.08507021050604616
12,2021-03-28,cnig_ccaa,150,117021,1012,2042,144.57142857142858,145.85714285714286,1863,2021-01-18,2691072.9348560628,0.0007588051492588849,0.0003760581836679684,5.5739849357900455e-05,0.04348488607807246
19,2021-03-28,cnig_ccaa,22,7864,193,411,27.571428571428573,29.357142857142858,99,2020-10-21,76233.27152291537,0.0053913467412513615,0.002531702970952586,0.0002885879034246471,0.10315705784233749
15,2021-03-28,cnig_ccaa,178,54309,1214,1937,173.42857142857142,138.35714285714286,742,2020-10-19,629542.7563883612,0.003076836291648277,0.0019283837160872525,0.0002827448941215247,0.08626737334183081
07,2021-03-28,cnig_ccaa,244,213424,1948,3323,278.2857142857143,237.35714285714286,2956,2021-01-18,2438562.9112091,0.0013626878292643163,0.0007988311439683683,0.00010005893179069912,0.08752039942007446
11,2021-03-28,cnig_ccaa,82,70941,575,1123,82.14285714285714,80.21428571428571,1302,2021-01-12,1104574.212044801,0.001016681349025059,0.000520562578530195,7.423675032952346e-05,0.06422474762349663
18,2021-03-28,cnig_ccaa,25,5130,138,246,19.714285714285715,17.571428571428573,75,2020-10-28,75235.63390531496,0.0032697272187484226,0.0018342372202735054,0.0003322893514988234,0.06818577492755858
14,2021-03-28,cnig_ccaa,49,108475,486,914,69.42857142857143,65.28571428571429,2115,2021-01-12,1465318.30654343,0.000623755259125953,0.00033166855135143675,3.3439833366708645e-05,0.0740282841725249
01,2021-03-28,cnig_ccaa,761,505164,7369,13186,1052.7142857142858,941.8571428571429,8475,2021-01-20,8401780.80416165,0.001569429184997136,0.0008770759642229559,9.057603593074629e-05,0.06012582472394155
04,2021-03-28,cnig_ccaa,41,57481,341,690,48.714285714285715,49.285714285714285,798,2021-01-04,1113227.7314845836,0.0006198192701145043,0.00030631647986818257,3.68298406879633e-05,0.05163453835572728
05,2021-03-28,cnig_ccaa,161,46925,1315,2827,187.85714285714286,201.92857142857142,356,2021-01-12,2088562.9285813135,0.00135356228022312,0.0006296195254663611,7.708649703428451e-05,0.02246760169772547
13,2021-03-28,cnig_ccaa,1214,632406,10641,19124,1520.142857142857,1366.0,7008,2021-01-19,6254865.626337358,0.0030574597669172283,0.0017012355877309257,0.00019408890174845821,0.10110624876370303
16,2021-03-28,cnig_ccaa,437,163384,3135,5698,447.85714285714283,407.0,1504,2020-11-02,2137435.5696377237,0.0026658113493291218,0.0014667108775266403,0.00020445060717038017,0.07643926316230067
08,2021-03-28,cnig_ccaa,199,176202,1389,2435,198.42857142857142,173.92857142857142,2632,2021-01-15,2110876.799440915,0.0011535490847428575,0.0006580204019334,9.42736212993136e-05,0.08347336995066158
17,2021-03-28,cnig_ccaa,36,27920,298,475,42.57142857142857,33.92857142857143,350,2021-01-21,317103.7321017929,0.001497932543561238,0.0009397555746973661,0.00011352751909095699,0.08804689813943109
03,2021-03-28,cnig_ccaa,137,47402,907,1666,129.57142857142858,119.0,801,2020-11-10,1029384.4245553385,0.0016184429842326974,0.0008811091156657003,0.00013308924900352914,0.046048880155221086
10,2021-03-27,cnig_ccaa,107,386678,908,1670,129.71428571428572,119.28571428571429,8635,2021-01-15,4954981.309114462,0.000337034571034226,0.00018324993443058512,2.159443059919891e-05,0.07803823584333679
06,2021-03-27,cnig_ccaa,52,26033,368,676,52.57142857142857,48.285714285714285,261,2020-11-02,592018.1496466752,0.0011418568846300512,0.0006216025644139924,8.78351449715424e-05,0.04397331402008006
09,2021-03-27,cnig_ccaa,1207,544701,9988,18353,1426.857142857143,1310.9285714285713,5575,2020-10-20,7500912.703831207,0.002446768909952241,0.0013315712893043636,0.00016091375112038114,0.07261796284094675
02,2021-03-27,cnig_ccaa,133,110349,1007,1906,143.85714285714286,136.14285714285714,1137,2020-10-26,1300251.2088835754,0.0014658705848360903,0.0007744657287145555,0.00010228792643399791,0.08486744657191905
12,2021-03-27,cnig_ccaa,158,116871,956,2008,136.57142857142858,143.42857142857142,1863,2021-01-18,2687214.410592871,0.0007472421970068931,0.00035575873522838134,5.879694578042286e-05,0.04349150538166962
19,2021-03-27,cnig_ccaa,19,7842,186,417,26.571428571428573,29.785714285714285,99,2020-10-21,77090.93162572496,0.005409196532019191,0.002412735143778344,0.00024646219210638996,0.10172402686833212
15,2021-03-27,cnig_ccaa,177,54131,1166,1837,166.57142857142858,131.21428571428572,742,2020-10-19,629693.6705487224,0.002917291511599945,0.0018516940133508632,0.0002810890569151825,0.0859640211292415
07,2021-03-27,cnig_ccaa,247,213180,1853,3223,264.7142857142857,230.21428571428572,2956,2021-01-18,2435326.180512187,0.0013234366820308863,0.0007608837020798115,0.00010142378543643466,0.08753652866129207
11,2021-03-27,cnig_ccaa,85,70859,555,1089,79.28571428571429,77.78571428571429,1302,2021-01-12,1102781.9528591,0.0009875025585761822,0.0005032726538198174,7.707779382826032e-05,0.06425476932796116
18,2021-03-27,cnig_ccaa,19,5105,119,233,17.0,16.642857142857142,75,2020-10-28,75097.55655470477,0.0031026309069093518,0.0015846054846446903,0.00025300423704411023,0.06797824369000961
14,2021-03-27,cnig_ccaa,76,108426,488,905,69.71428571428571,64.64285714285714,2115,2021-01-12,1464038.2128622897,0.0006181532640672447,0.00033332463299979605,5.191121333603381e-05,0.07405954233122107
01,2021-03-27,cnig_ccaa,916,504403,7224,12975,1032.0,926.7857142857143,8475,2021-01-20,8394709.569224741,0.0015456163066756641,0.000860541980687861,0.0001091163419587598,0.06008581903168594
04,2021-03-27,cnig_ccaa,49,57440,347,685,49.57142857142857,48.92857142857143,798,2021-01-04,1112107.7167204246,0.0006159475289138775,0.0003120201350848401,4.406048017048175e-05,0.05164967308147901
05,2021-03-27,cnig_ccaa,175,46764,1334,2831,190.57142857142858,202.21428571428572,356,2021-01-12,2089108.2900821196,0.0013551236254434268,0.000638549952787542,8.376779740466255e-05,0.02238467015903794
13,2021-03-27,cnig_ccaa,1239,631192,10557,18835,1508.142857142857,1345.357142857143,7008,2021-01-19,6287820.904424037,0.0029954733581466857,0.0016789600340830666,0.0001970475970662991,0.1003832662530036
16,2021-03-27,cnig_ccaa,476,162947,3113,5576,444.7142857142857,398.2857142857143,1504,2020-11-02,2143312.0647706543,0.0026015810257647484,0.0014524249880211015,0.00022208618512625902,0.07602579329363136
08,2021-03-27,cnig_ccaa,165,176003,1327,2321,189.57142857142858,165.78571428571428,2632,2021-01-15,2100678.3795007546,0.0011048811767899506,0.0006317006986644827,7.85460552220344e-05,0.0837838870135983
17,2021-03-27,cnig_ccaa,44,27884,281,451,40.142857142857146,32.214285714285715,350,2021-01-21,316041.11540909746,0.001427029516131804,0.0008891248204723658,0.000139222391817737,0.08822902666922224
03,2021-03-27,cnig_ccaa,148,47265,881,1652,125.85714285714286,118.0,801,2020-11-10,1029685.6605329766,0.0016043731240706087,0.000855600921492861,0.000143733185449425,0.04590235817748022
10,2021-03-26,cnig_ccaa,154,386571,897,1653,128.14285714285714,118.07142857142857,8635,2021-01-15,4944670.092046447,0.00033429935045795425,0.00018140745151892616,3.1144646080172386e-05,0.07817933103804103
06,2021-03-26,cnig_ccaa,56,25981,365,661,52.142857142857146,47.214285714285715,261,2020-11-02,589125.100485007,0.0011220027791309871,0.0006195628054202879,9.505621124256472e-05,0.04410098971951918
09,2021-03-26,cnig_ccaa,1613,543494,9789,18036,1398.4285714285713,1288.2857142857142,5575,2020-10-20,7515095.11125151,0.0023999696255336436,0.0013025783247033065,0.00021463467542613479,0.07232030891881693
02,2021-03-26,cnig_ccaa,167,110216,989,1889,141.28571428571428,134.92857142857142,1137,2020-10-26,1307316.871982142,0.0014449442522193683,0.0007565113104525968,0.00012774255697227873,0.08430702789974055
