id,date,layer,new_cases,total_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date,population,active_cases_14_by_100k,active_cases_7_by_100k,new_cases_by_100k,total_cases_by_100k
12,2020-08-28,cnig_ccaa,242,14798,1888,3354,269.7142857142857,239.57142857142858,465,2020-03-20,2810841.033308944,0.001193237170033641,0.0006716850855764801,8.609522813003612e-05,0.00526461647053006
19,2020-08-28,cnig_ccaa,16,370,87,152,12.428571428571429,10.857142857142858,17,2020-08-24,76139.57001445038,0.001996333837597877,0.0011426384465198377,0.0002101404039576713,0.004859496841521149
15,2020-08-28,cnig_ccaa,155,10224,1094,1854,156.28571428571428,132.42857142857142,281,2020-08-26,617639.4983898614,0.0030017510292545007,0.001771259776701415,0.00025095545282332666,0.016553345481714138
07,2020-08-28,cnig_ccaa,526,30851,3088,5749,441.14285714285717,410.64285714285717,847,2020-03-20,2607315.734852926,0.0022049496818321817,0.0011843598221425947,0.0002017400474245482,0.01183247567128277
11,2020-08-28,cnig_ccaa,143,5376,684,1148,97.71428571428571,82.0,210,2020-03-23,1152835.7830671656,0.0009958053149128493,0.0005933195430316977,0.0001240419512478549,0.004663283425933342
18,2020-08-28,cnig_ccaa,4,295,57,99,8.142857142857142,7.071428571428571,15,2020-08-17,73265.60604388185,0.001351247950378036,0.000777991244157051,5.459587678295095e-05,0.004026445912742632
14,2020-08-28,cnig_ccaa,350,7875,2093,3549,299.0,253.5,350,2020-08-28,1469407.25977222,0.0024152596064825134,0.0014243838704896873,0.00023819128269058316,0.005359303860538121
01,2020-08-28,cnig_ccaa,1061,34037,6532,11828,933.1428571428571,844.8571428571429,1061,2020-08-28,8669173.751429003,0.0013643745458499208,0.0007534743433794118,0.0001223876727381439,0.003926210383589259
04,2020-08-28,cnig_ccaa,269,9778,1710,3898,244.28571428571428,278.42857142857144,390,2020-08-17,1217423.3086417995,0.0032018443973680336,0.0014046059311183523,0.00022095847688353027,0.008031717423669735
05,2020-08-28,cnig_ccaa,281,7514,1960,3462,280.0,247.28571428571428,307,2020-08-27,2090010.7228022916,0.0016564508316771417,0.0009377942316831883,0.00013444907097090607,0.0035951968657487125
13,2020-08-28,cnig_ccaa,4293,137025,18790,34662,2684.285714285714,2475.8571428571427,4293,2020-08-28,5432259.115779992,0.006380770736674082,0.0034589660764556577,0.0007902789444504597,0.025224312220667188
16,2020-08-28,cnig_ccaa,527,32992,4739,8775,677.0,626.7857142857143,874,2020-08-25,1909998.9569186948,0.004594243346685522,0.002481153187457856,0.0002759163810488057,0.017273307862546865
08,2020-08-28,cnig_ccaa,507,27680,3001,5076,428.7142857142857,362.57142857142856,848,2020-03-20,2190568.6373045826,0.0023172065524711604,0.001369963921191086,0.00023144675376337242,0.01263598845003974
17,2020-08-28,cnig_ccaa,87,5726,630,1131,90.0,80.78571428571429,190,2020-03-20,336804.23082958756,0.003358033826398846,0.0018705228210709752,0.0002583102943383728,0.017000974084845084
03,2020-08-28,cnig_ccaa,45,3365,288,486,41.142857142857146,34.714285714285715,105,2020-03-16,1090197.4171821396,0.00044579081947944464,0.0002641723374693005,4.127692772957821e-05,0.0030865969291117928
10,2020-08-27,cnig_ccaa,557,27712,4252,7933,607.4285714285714,566.6428571428571,704,2020-08-24,5191395.438218884,0.0015281055150600765,0.0008190476049458522,0.00010729292473067726,0.005338063788395921
06,2020-08-27,cnig_ccaa,82,4088,558,1006,79.71428571428571,71.85714285714286,178,2020-03-19,727779.9779843324,0.0013822858974304692,0.0007667152393302205,0.00011267141509870624,0.005617082255164769
09,2020-08-27,cnig_ccaa,1233,112622,7701,15089,1100.142857142857,1077.7857142857142,2065,2020-03-20,7295050.537048685,0.002068388686736153,0.001055647244784619,0.00016901870572905275,0.015438138423858378
02,2020-08-27,cnig_ccaa,224,25884,1778,4241,254.0,302.92857142857144,836,2020-08-01,1307427.7584520592,0.003243773870168681,0.0013599221742890627,0.000171328777863189,0.01979765217058386
12,2020-08-27,cnig_ccaa,275,14556,1838,3247,262.57142857142856,231.92857142857142,465,2020-03-20,2817371.4979824773,0.001152492669967443,0.0006523811294734095,9.760871088421523e-05,0.005166517802293225
19,2020-08-27,cnig_ccaa,6,354,86,142,12.285714285714286,10.142857142857142,17,2020-08-24,76416.82169909625,0.0018582295997489695,0.001125406659002897,7.851674365136491e-05,0.0046324878754305295
15,2020-08-27,cnig_ccaa,149,10069,1086,1786,155.14285714285714,127.57142857142857,281,2020-08-26,616466.9825648585,0.0028971543497256073,0.0017616515250851118,0.0002416998869591912,0.016333397059007358
07,2020-08-27,cnig_ccaa,578,30325,2964,5603,423.42857142857144,400.2142857142857,847,2020-03-20,2609082.339029986,0.002147498343069964,0.0011360316060787742,0.0002215338287157664,0.011622860477172346
11,2020-08-27,cnig_ccaa,82,5233,626,1052,89.42857142857143,75.14285714285714,210,2020-03-23,1154238.081081558,0.0009114237497815376,0.0005423491134631583,7.104253562935939e-05,0.004533726694493143
18,2020-08-27,cnig_ccaa,6,291,60,104,8.571428571428571,7.428571428571429,15,2020-08-17,73385.33699132028,0.0014171768402766987,0.000817602023236557,8.176020232365569e-05,0.003965369812697301
14,2020-08-27,cnig_ccaa,340,7525,2030,3378,290.0,241.28571428571428,340,2020-08-27,1467524.9522528427,0.0023018347966174803,0.001383281420110564,0.00023168260238305013,0.0051276811262719185
01,2020-08-27,cnig_ccaa,1049,32976,6385,11495,912.1428571428571,821.0714285714286,1049,2020-08-27,8675527.492387896,0.0013249914786260515,0.0007359783028296946,0.00012091483784938913,0.0038010368855304635
04,2020-08-27,cnig_ccaa,229,9509,1713,3959,244.71428571428572,282.7857142857143,390,2020-08-17,1220036.931338978,0.003244983736398076,0.0014040558576534237,0.00018769923607859547,0.0077940263575168745
05,2020-08-27,cnig_ccaa,307,7233,1926,3377,275.14285714285717,241.21428571428572,307,2020-08-27,2090044.5055632235,0.0016157550669429256,0.0009215114773266433,0.00014688682426753868,0.003460691856440089
13,2020-08-27,cnig_ccaa,3093,132732,18264,32615,2609.1428571428573,2329.6428571428573,3767,2020-08-21,5431867.144387679,0.00600438102277566,0.0033623797332507947,0.000569417461396447,0.02443579647141067
16,2020-08-27,cnig_ccaa,508,32465,4627,8575,661.0,612.5,874,2020-08-25,1910863.0424373695,0.004487501097442495,0.00242141895951795,0.0002658484615161268,0.016989705321104442
08,2020-08-27,cnig_ccaa,524,27173,2904,4797,414.85714285714283,342.64285714285717,848,2020-03-20,2188115.8680015607,0.0021922970671480815,0.001327169206378576,0.00023947543531073476,0.012418446571943886
17,2020-08-27,cnig_ccaa,79,5639,614,1104,87.71428571428571,78.85714285714286,190,2020-03-20,335586.9141573741,0.0032897587880386693,0.0018296303404490425,0.0002354084639991439,0.016803396563179397
03,2020-08-27,cnig_ccaa,37,3320,273,463,39.0,33.07142857142857,105,2020-03-16,1095458.3636456043,0.0004226541285048665,0.00024921074963677874,3.377581588483814e-05,0.0030306948307476387
10,2020-08-26,cnig_ccaa,687,27155,4306,7827,615.1428571428571,559.0714285714286,704,2020-08-24,5188943.355150134,0.0015083995843260729,0.0008298413964619994,0.00013239689720608304,0.005233242712709149
06,2020-08-26,cnig_ccaa,90,4006,549,973,78.42857142857143,69.5,178,2020-03-19,728628.5606996982,0.0013353854796271413,0.0007534703271483048,0.00012351972576201718,0.00549800023780712
09,2020-08-26,cnig_ccaa,1268,111389,7727,14879,1103.857142857143,1062.7857142857142,2065,2020-03-20,7280945.12510048,0.0020435533772539816,0.0010612633205216422,0.00017415321475623688,0.015298700661263778
02,2020-08-26,cnig_ccaa,257,25660,1866,4409,266.57142857142856,314.92857142857144,836,2020-08-01,1301234.660866108,0.0033883204410381663,0.0014340226679467494,0.00019750472972256946,0.01971973293650246
12,2020-08-26,cnig_ccaa,257,14281,1782,3094,254.57142857142858,221.0,465,2020-03-20,2821673.5557325305,0.0010965123848980366,0.000631540100157822,9.10806990687768e-05,0.005061180791444363
19,2020-08-26,cnig_ccaa,10,348,89,137,12.714285714285714,9.785714285714286,17,2020-08-24,76363.61743261649,0.0017940480638032798,0.0011654764794050503,0.0001309524134162978,0.004557143986887164
15,2020-08-26,cnig_ccaa,281,9920,1041,1726,148.71428571428572,123.28571428571429,281,2020-08-26,615908.426856159,0.00280236464503366,0.0016901863241483431,0.00045623665426098404,0.016106290428003423
07,2020-08-26,cnig_ccaa,433,29747,2896,5348,413.7142857142857,382.0,847,2020-03-20,2620150.4212247874,0.0020411041887816814,0.0011052800543589658,0.0001652576876855774,0.011353164978251434
11,2020-08-26,cnig_ccaa,100,5151,624,1035,89.14285714285714,73.92857142857143,210,2020-03-23,1159973.5139144768,0.0008922617521733424,0.0005379433172523339,8.620886494428429e-05,0.004440618633280083
18,2020-08-26,cnig_ccaa,8,285,58,102,8.285714285714286,7.285714285714286,15,2020-08-17,73249.68804592719,0.0013924973978871624,0.0007918122458574061,0.00010921548218722842,0.0038908015529200124
14,2020-08-26,cnig_ccaa,322,7185,1928,3232,275.42857142857144,230.85714285714286,322,2020-08-26,1470159.1570120158,0.002198401434691458,0.0013114226380213894,0.00021902390531270094,0.004887225961713529
01,2020-08-26,cnig_ccaa,1031,31927,6185,11083,883.5714285714286,791.6428571428571,1031,2020-08-26,8685099.276308684,0.001276093645841486,0.0007121392402354589,0.00011870906332785096,0.003676066212287388
04,2020-08-26,cnig_ccaa,256,9280,1798,4045,256.85714285714283,288.92857142857144,390,2020-08-17,1222415.5636413377,0.003309022005536917,0.0014708582363301302,0.00020942141740851688,0.007591526381058737
05,2020-08-26,cnig_ccaa,304,6926,1847,3218,263.85714285714283,229.85714285714286,304,2020-08-26,2088999.5506704815,0.001540450307405359,0.0008841552883087937,0.0001455242055473055,0.0033154626566468354
13,2020-08-26,cnig_ccaa,3026,129639,17747,31238,2535.285714285714,2231.285714285714,3767,2020-08-21,5415333.744905316,0.005768434868744397,0.0032771756711571422,0.0005587836581349813,0.02393924476436247
16,2020-08-26,cnig_ccaa,732,31957,4602,8484,657.4285714285714,606.0,874,2020-08-25,1910580.5308361533,0.00444053514786264,0.0024086919790740065,0.00038312962379012883,0.016726329764291184
08,2020-08-26,cnig_ccaa,473,26649,2738,4544,391.14285714285717,324.57142857142856,848,2020-03-20,2190207.717284056,0.0020746890644850525,0.0012501097400000162,0.00021596125165084282,0.012167339101994313
17,2020-08-26,cnig_ccaa,121,5560,614,1083,87.71428571428571,77.35714285714286,190,2020-03-20,334664.7616594694,0.0032360741974441346,0.0018346717979969517,0.00036155584292773803,0.016613640385770442
03,2020-08-26,cnig_ccaa,36,3283,269,443,38.42857142857143,31.642857142857142,105,2020-03-16,1098137.9690675556,0.0004034101474299787,0.0002449601120963076,3.278276593110437e-05,0.002989606126439323
10,2020-08-25,cnig_ccaa,593,26468,4211,7604,601.5714285714286,543.1428571428571,704,2020-08-24,5202467.772249649,0.0014616140518083174,0.0008094235628833277,0.0001139843677962036,0.005087585576441681
06,2020-08-25,cnig_ccaa,89,3916,517,935,73.85714285714286,66.78571428571429,178,2020-03-19,728411.8556034411,0.001283614472783964,0.0007097632967158389,0.00012218362361259122,0.0053760794389540135
09,2020-08-25,cnig_ccaa,1164,110121,7558,14675,1079.7142857142858,1048.2142857142858,2065,2020-03-20,7272188.969600958,0.002017961862837188,0.0010393019256779194,0.00016006184724650678,0.01514275831669465
02,2020-08-25,cnig_ccaa,275,25403,1928,4574,275.42857142857144,326.7142857142857,836,2020-08-01,1301807.1076316219,0.0035135773750087137,0.0014810181851807609,0.00021124481375762926,0.019513643650491113
12,2020-08-25,cnig_ccaa,316,14024,1761,2978,251.57142857142858,212.71428571428572,465,2020-03-20,2832786.916303287,0.0010512615625485212,0.0006216492987400758,0.00011155092470293239,0.004950601797575708
19,2020-08-25,cnig_ccaa,15,338,86,136,12.285714285714286,9.714285714285714,17,2020-08-24,76250.74155873602,0.0017835892113290345,0.0011278578836345365,0.0001967193983083494,0.004432743775214806
15,2020-08-25,cnig_ccaa,152,9639,872,1538,124.57142857142857,109.85714285714286,231,2020-03-20,615584.5559989397,0.002498438248672777,0.001416539761276113,0.0002469197749013408,0.01565828756759226
07,2020-08-25,cnig_ccaa,511,29314,2870,5226,410.0,373.2857142857143,847,2020-03-20,2624654.895629802,0.001991118911938322,0.0010934770909420174,0.00019469226253357872,0.011168706426437037
11,2020-08-25,cnig_ccaa,111,5051,621,1007,88.71428571428571,71.92857142857143,210,2020-03-23,1162993.8104967424,0.0008658687526203482,0.0005339667282792813,9.544332824315656e-05,0.00434310135996562
18,2020-08-25,cnig_ccaa,11,277,50,96,7.142857142857143,6.857142857142857,15,2020-08-17,72869.18945638294,0.0013174292278557921,0.0006861610561748917,0.00015095543235847618,0.0038013322512088998
14,2020-08-25,cnig_ccaa,307,6863,1812,3052,258.85714285714283,218.0,307,2020-08-25,1472101.8209350645,0.002073226156368314,0.001230893117738986,0.00020854535714451915,0.00466204164847829
01,2020-08-25,cnig_ccaa,921,30896,5905,10644,843.5714285714286,760.2857142857143,921,2020-08-25,8698977.582849491,0.0012235920714389731,0.0006788154060359954,0.00010587451125472512,0.0035516817586601383
04,2020-08-25,cnig_ccaa,260,9024,1854,4082,264.85714285714283,291.57142857142856,390,2020-08-17,1223026.0486473877,0.003337623106649699,0.0015159121116434448,0.00021258745902227383,0.007378420116219227
05,2020-08-25,cnig_ccaa,298,6622,1736,3097,248.0,221.21428571428572,298,2020-08-25,2087689.0338767946,0.0014834584795652905,0.0008315414661044056,0.0001427415650340512,0.003171928334414386
13,2020-08-25,cnig_ccaa,3682,126613,17581,29990,2511.5714285714284,2142.1428571428573,3767,2020-08-21,5381791.273786499,0.005572494077589849,0.0032667561980029057,0.0006841588260648825,0.023526181815467943
16,2020-08-25,cnig_ccaa,874,31225,4560,8358,651.4285714285714,597.0,874,2020-08-25,1904691.157545083,0.004388112984559898,0.002394088921942227,0.00045886704337226017,0.01639373390079957
08,2020-08-25,cnig_ccaa,421,26176,2587,4294,369.57142857142856,306.7142857142857,848,2020-03-20,2192448.2283614073,0.0019585411160240947,0.0011799594474043626,0.00019202277825946528,0.011939164474393736
17,2020-08-25,cnig_ccaa,87,5439,581,1017,83.0,72.64285714285714,190,2020-03-20,333885.10251651664,0.0030459580027224816,0.0017401195669437186,0.00026056867869897335,0.01629003498211168
03,2020-08-25,cnig_ccaa,38,3247,262,433,37.42857142857143,30.928571428571427,105,2020-03-16,1099535.7203347946,0.000393802576844122,0.00023828239060775974,3.456004138585828e-05,0.002953064588944259
10,2020-08-24,cnig_ccaa,704,25875,4200,7442,600.0,531.5714285714286,704,2020-08-24,5212806.200280176,0.0014276379581500671,0.0008057080656047141,0.0001350520186156473,0.004963737189886185
06,2020-08-24,cnig_ccaa,76,3827,506,921,72.28571428571429,65.78571428571429,178,2020-03-19,732036.897631888,0.0012581333030881373,0.0006912219884501602,0.00010381990340358137,0.005227878556914551
09,2020-08-24,cnig_ccaa,1311,108957,7601,14512,1085.857142857143,1036.5714285714287,2065,2020-03-20,7255127.0155128,0.002000240653123049,0.0010476729054843092,0.00018069979990658196,0.015017931425187986
02,2020-08-24,cnig_ccaa,268,25128,2020,4693,288.57142857142856,335.2142857142857,836,2020-08-01,1305869.6322456503,0.003593773745951685,0.0015468619149419144,0.00020522722435863022,0.019242349603297237
12,2020-08-24,cnig_ccaa,265,13708,1700,2803,242.85714285714286,200.21428571428572,465,2020-03-20,2844531.201756464,0.0009853996322027269,0.0005976380216712935,9.316122102523105e-05,0.0048190717653353475
19,2020-08-24,cnig_ccaa,17,323,79,130,11.285714285714286,9.285714285714286,17,2020-08-24,75909.69922940797,0.0017125611261760482,0.00104071022283006,0.00022395030111532936,0.0042550557211912575
15,2020-08-24,cnig_ccaa,134,9487,823,1509,117.57142857142857,107.78571428571429,231,2020-03-20,614044.4164412911,0.0024574769505200374,0.0013402939233121212,0.00021822525604352883,0.015450022418544464
07,2020-08-24,cnig_ccaa,469,28803,2761,4973,394.42857142857144,355.2142857142857,847,2020-03-20,2631327.3827354857,0.0018899206661354884,0.0010492803054896608,0.00017823703849136215,0.010946186395877834
11,2020-08-24,cnig_ccaa,87,4940,588,930,84.0,66.42857142857143,210,2020-03-23,1170772.4474646547,0.0007943473576047548,0.0005022325228726837,7.430991409850931e-05,0.004219436501685472
18,2020-08-24,cnig_ccaa,10,266,46,89,6.571428571428571,6.357142857142857,15,2020-08-17,72029.69457418751,0.001235601518597775,0.0006386255039943556,0.0001388316313031208,0.003692921392663013
14,2020-08-24,cnig_ccaa,267,6556,1697,2870,242.42857142857142,205.0,287,2020-08-21,1473518.8399782912,0.0019477185646586525,0.0011516649492075725,0.0001811989047957701,0.004449213557457187
01,2020-08-24,cnig_ccaa,878,29975,5802,10242,828.8571428571429,731.5714285714286,914,2020-08-21,8719386.195608746,0.0011746239666684418,0.0006654138112292813,0.00010069516136837452,0.003437741984074062
04,2020-08-24,cnig_ccaa,267,8764,1936,4089,276.57142857142856,292.07142857142856,390,2020-08-17,1227887.566681865,0.003330109458677681,0.0015766915901198313,0.00021744661909193954,0.007137461309819319
05,2020-08-24,cnig_ccaa,290,6324,1671,2954,238.71428571428572,211.0,290,2020-08-24,2089570.9599230245,0.0014136873342213846,0.0007996856924454752,0.00013878447086127337,0.003026458599057561
13,2020-08-24,cnig_ccaa,1889,122931,16619,28317,2374.1428571428573,2022.642857142857,3767,2020-08-21,5311733.851389175,0.0053310276441268355,0.003128733567035487,0.00035562775787532555,0.023143290578809764
16,2020-08-24,cnig_ccaa,771,30351,4293,8088,613.2857142857143,577.7142857142857,771,2020-08-24,1886971.265526172,0.004286233790499562,0.002275074389541867,0.0004085912775068203,0.0160845056596751
08,2020-08-24,cnig_ccaa,421,25755,2475,4088,353.57142857142856,292.0,848,2020-03-20,2218905.2131131697,0.0018423499912663922,0.0011154149286654405,0.00018973320604773755,0.01160707534859734
17,2020-08-24,cnig_ccaa,75,5352,576,998,82.28571428571429,71.28571428571429,190,2020-03-20,336520.8300057889,0.0029656410867132123,0.001711632531008828,0.0002228688191417745,0.015903918933957026
03,2020-08-24,cnig_ccaa,51,3209,255,422,36.42857142857143,30.142857142857142,105,2020-03-16,1097655.3990046822,0.00038445581407667263,0.0002323133473686055,4.64626694737211e-05,0.002923504045905314
10,2020-08-23,cnig_ccaa,463,25171,4085,7177,583.5714285714286,512.6428571428571,653,2020-08-21,5294578.2739774445,0.0013555376138784372,0.0007715439811471947,8.744794694520224e-05,0.004754108580038198
06,2020-08-23,cnig_ccaa,62,3751,489,886,69.85714285714286,63.285714285714285,178,2020-03-19,771889.3322689914,0.0011478329379103827,0.0006335105041062948,8.032239520366109e-05,0.0048595049098214965
09,2020-08-23,cnig_ccaa,707,107646,7442,14293,1063.142857142857,1020.9285714285714,2065,2020-03-20,7206745.741443995,0.0019832807362420075,0.0010326436184924803,9.810253134563068e-05,0.014936838881515927
02,2020-08-23,cnig_ccaa,208,24860,2108,5004,301.14285714285717,357.42857142857144,836,2020-08-01,1304101.3150698247,0.003837125185118055,0.0016164388269841847,0.0001594968102527089,0.01906293607154973
12,2020-08-23,cnig_ccaa,252,13443,1694,2707,242.0,193.35714285714286,465,2020-03-20,2870745.80573615,0.0009429605347122817,0.0005900905599566329,8.77820667704082e-05,0.004682755252359513
19,2020-08-23,cnig_ccaa,16,306,72,127,10.285714285714286,9.071428571428571,16,2020-08-23,75285.74941411446,0.0016869062337604923,0.0009563562900059483,0.00021252362000132185,0.00406451423252528
15,2020-08-23,cnig_ccaa,117,9353,780,1472,111.42857142857143,105.14285714285714,231,2020-03-20,612052.0915076031,0.0024050240501166794,0.0012744013309042186,0.0001911601996356328,0.01528137903582969
07,2020-08-23,cnig_ccaa,293,28334,2640,4741,377.14285714285717,338.64285714285717,847,2020-03-20,2733178.388477804,0.0017346105252355726,0.0009659084131242168,0.00010720119888083164,0.01036668521873544
11,2020-08-23,cnig_ccaa,69,4853,555,872,79.28571428571429,62.285714285714285,210,2020-03-23,1196051.3970617873,0.0007290656590027402,0.00046402688159004676,5.7689828522005813e-05,0.004057517939381076
18,2020-08-23,cnig_ccaa,6,256,51,81,7.285714285714286,5.785714285714286,15,2020-08-17,70837.91552407693,0.0011434554419161177,0.0007199534263916296,8.47004031048976e-05,0.0036138838658089645
14,2020-08-23,cnig_ccaa,236,6289,1652,2728,236.0,194.85714285714286,287,2020-08-21,1463612.7771232044,0.0018638809681355778,0.0011287138414076154,0.0001612448344868022,0.00429690154274364
01,2020-08-23,cnig_ccaa,771,29097,5671,9831,810.1428571428571,702.2142857142857,914,2020-08-21,8805908.850390658,0.0011164094663055552,0.0006439993981709697,8.75548467624436e-05,0.0033042585943538543
04,2020-08-23,cnig_ccaa,205,8497,2059,4151,294.14285714285717,296.5,390,2020-08-17,1238868.3050375318,0.003350638629724444,0.0016620007079264346,0.0001654736013234187,0.0068586789777809205
05,2020-08-23,cnig_ccaa,212,6034,1623,2804,231.85714285714286,200.28571428571428,268,2020-08-22,2089216.0303065774,0.0013421302341761819,0.0007768464229914205,0.00010147346991631618,0.0028881647050709993
13,2020-08-23,cnig_ccaa,1173,121042,16322,28034,2331.714285714286,2002.4285714285713,3767,2020-08-21,4940560.288164637,0.005674255219019768,0.0033036738847414086,0.00023742246457552214,0.02449965043235324
16,2020-08-23,cnig_ccaa,749,29580,4227,7845,603.8571428571429,560.3571428571429,749,2020-08-23,1803787.9487613023,0.004349180847664117,0.002343401841054968,0.00041523727914600687,0.016398823387368335
08,2020-08-23,cnig_ccaa,320,25334,2329,3857,332.7142857142857,275.5,848,2020-03-20,2330269.6371927075,0.0016551732634024943,0.0009994551543853797,0.0001373231641920659,0.010871703255130616
17,2020-08-23,cnig_ccaa,95,5277,576,978,82.28571428571429,69.85714285714286,190,2020-03-20,348942.04380749963,0.002802757699612523,0.0016507039212441854,0.00027225151478853753,0.015122855195148553
03,2020-08-23,cnig_ccaa,46,3158,226,397,32.285714285714285,28.357142857142858,105,2020-03-16,1102210.4702730093,0.00036018529192674613,0.0002050425087542686,4.1734315941134315e-05,0.002865151516132656
10,2020-08-22,cnig_ccaa,595,24708,3991,6980,570.1428571428571,498.57142857142856,653,2020-08-21,5294665.450960519,0.001318308033746257,0.0007537775591233971,0.000112377260756307,0.004666583796246779
06,2020-08-22,cnig_ccaa,83,3689,488,850,69.71428571428571,60.714285714285715,178,2020-03-19,771061.1786907609,0.0011023768586602622,0.000632894008266127,0.00010764385796329618,0.004784315566585538
09,2020-08-22,cnig_ccaa,771,106939,7454,14122,1064.857142857143,1008.7142857142857,2065,2020-03-20,7195168.380146145,0.001962705979052176,0.0010359729760554398,0.00010715524074842288,0.014862612568606477
02,2020-08-22,cnig_ccaa,271,24652,2198,5102,314.0,364.42857142857144,836,2020-08-01,1306826.3099907108,0.003904114847547159,0.0016819373647410144,0.00020737262322330068,0.01886402179963398
12,2020-08-22,cnig_ccaa,281,13191,1591,2570,227.28571428571428,183.57142857142858,465,2020-03-20,2876115.5624819435,0.0008935663203262315,0.0005531766597817254,9.770122023800431e-05,0.004586394292382615
19,2020-08-22,cnig_ccaa,7,290,60,116,8.571428571428571,8.285714285714286,15,2020-08-21,75651.37511274524,0.0015333495237478782,0.0007931118226282128,9.252971263995816e-05,0.0038333738093696956
15,2020-08-22,cnig_ccaa,106,9236,743,1474,106.14285714285714,105.28571428571429,231,2020-03-20,610584.9808495687,0.002414078377671646,0.0012168658308073495,0.0001736040081636326,0.015126477541502934
07,2020-08-22,cnig_ccaa,278,28041,2650,4719,378.57142857142856,337.07142857142856,847,2020-03-20,2717852.1010197657,0.0017362975705077488,0.0009750346602766549,0.00010228665492713587,0.010317338456157616
11,2020-08-22,cnig_ccaa,92,4784,524,814,74.85714285714286,58.142857142857146,210,2020-03-23,1194285.5253683485,0.000681579055183593,0.00043875605026560537,7.703350500846506e-05,0.004005742260440183
18,2020-08-22,cnig_ccaa,12,250,46,76,6.571428571428571,5.428571428571429,15,2020-08-17,71438.84766628868,0.0010638469471822636,0.0006439073627682123,0.0001679758337656206,0.0034994965367837623
14,2020-08-22,cnig_ccaa,271,6053,1550,2587,221.42857142857142,184.78571428571428,287,2020-08-21,1466991.7262137407,0.0017634727952262998,0.0010565840095093796,0.0001847317848884141,0.004126130973909854
01,2020-08-22,cnig_ccaa,821,28326,5484,9387,783.4285714285714,670.5,914,2020-08-21,8817079.716125282,0.0010646382138104534,0.0006219746420087916,9.31147303226145e-05,0.0032126283204852355
04,2020-08-22,cnig_ccaa,224,8292,2121,4123,303.0,294.5,390,2020-08-17,1243181.3137044355,0.0033164912909720884,0.0017061067252369148,0.00018018288847386558,0.006669984425112917
05,2020-08-22,cnig_ccaa,268,5822,1561,2682,223.0,191.57142857142858,268,2020-08-22,2090993.1899220552,0.0012826440626045154,0.0007465351908000181,0.0001281687579336354,0.0027843227936180047
13,2020-08-22,cnig_ccaa,1634,119869,16189,27895,2312.714285714286,1992.5,3767,2020-08-21,4961583.748740739,0.005622196744553554,0.0032628694424655844,0.00032933032732032646,0.024159422892019715
16,2020-08-22,cnig_ccaa,578,28831,4062,7643,580.2857142857143,545.9285714285714,705,2020-08-17,1811229.3415960935,0.0042197858793877685,0.0022426756825949384,0.0003191202719202054,0.0159179179234108
08,2020-08-22,cnig_ccaa,335,25014,2198,3664,314.0,261.7142857142857,848,2020-03-20,2298926.962474994,0.001593787040565824,0.0009560982301210921,0.0001457201579119954,0.010880728447792993
17,2020-08-22,cnig_ccaa,86,5182,535,903,76.42857142857143,64.5,190,2020-03-20,344038.1671942875,0.0026247087855518422,0.0015550600224476584,0.00024997226529065164,0.015062282310885543
03,2020-08-22,cnig_ccaa,35,3112,204,386,29.142857142857142,27.571428571428573,105,2020-03-16,1120993.5728713595,0.00034433738902827385,0.00018198141803566804,3.122230211396266e-05,0.0027761086908186226
10,2020-08-21,cnig_ccaa,653,24113,3807,6712,543.8571428571429,479.42857142857144,653,2020-08-21,5270667.373971664,0.001273463021617741,0.0007222994224223391,0.00012389322901018845,0.0045749424672629005
06,2020-08-21,cnig_ccaa,76,3606,466,808,66.57142857142857,57.714285714285715,178,2020-03-19,758458.1124607638,0.0010653192137117513,0.0006144043980070249,0.0001002032923788281,0.0047543825305007125
09,2020-08-21,cnig_ccaa,1247,106168,7492,14056,1070.2857142857142,1004.0,2065,2020-03-20,7187138.527142375,0.0019557157479179275,0.0010424176425299595,0.00017350437803455147,0.014771942908718732
02,2020-08-21,cnig_ccaa,275,24381,2305,5345,329.2857142857143,381.7857142857143,836,2020-08-01,1307942.6679327525,0.004086570559279906,0.0017623096612048984,0.00021025386413507465,0.018640725314462744
12,2020-08-21,cnig_ccaa,192,12910,1466,2400,209.42857142857142,171.42857142857142,465,2020-03-20,2870903.78210286,0.0008359736801217575,0.0005106405896077069,6.68778944097406e-05,0.0044968417543216205
19,2020-08-21,cnig_ccaa,15,283,65,112,9.285714285714286,8.0,15,2020-08-21,76044.63709832611,0.0014728191792826022,0.0008547611308336532,0.00019725256865391996,0.00372149846193729
15,2020-08-21,cnig_ccaa,147,9130,760,1460,108.57142857142857,104.28571428571429,231,2020-03-20,612148.812038052,0.0023850409758031915,0.0012415281791852229,0.00024013768728977337,0.014914674047317217
07,2020-08-21,cnig_ccaa,402,27763,2661,4630,380.14285714285717,330.7142857142857,847,2020-03-20,2673539.8648095727,0.001731786408327889,0.0009953096398618818,0.0001503624484120543,0.010384359838964834
11,2020-08-21,cnig_ccaa,85,4692,464,741,66.28571428571429,52.92857142857143,210,2020-03-23,1183463.4490071652,0.0006261283359630938,0.00039206956529942716,7.182308847080023e-05,0.003964634483588173
18,2020-08-21,cnig_ccaa,7,238,42,66,6.0,4.714285714285714,15,2020-08-17,72533.55668448922,0.0009099236686695336,0.000579042334607885,9.650705576798084e-05,0.0032812398961113484
