id,date,layer,new_cases,total_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date
42,2020-12-06,cnig_provincias,1,4338,61,175,8.714285714285714,12.5,83,2020-03-21
05,2020-12-06,cnig_provincias,6,6414,73,160,10.428571428571429,11.428571428571429,136,2020-10-26
23,2020-12-06,cnig_provincias,62,24243,781,1771,111.57142857142857,126.5,595,2020-10-23
52,2020-12-06,cnig_provincias,10,4205,109,212,15.571428571428571,15.142857142857142,100,2020-10-21
08,2020-12-06,cnig_provincias,518,270340,6617,13402,945.2857142857143,957.2857142857143,4967,2020-10-20
07,2020-12-06,cnig_provincias,218,26693,1853,3382,264.7142857142857,241.57142857142858,389,2020-08-17
36,2020-12-06,cnig_provincias,107,17276,882,1905,126.0,136.07142857142858,344,2020-10-28
47,2020-12-06,cnig_provincias,42,29968,491,1206,70.14285714285714,86.14285714285714,515,2020-10-27
25,2020-12-06,cnig_provincias,54,27039,682,1643,97.42857142857143,117.35714285714286,343,2020-07-18
12,2020-12-06,cnig_provincias,78,12553,638,1232,91.14285714285714,88.0,225,2020-11-04
22,2020-12-06,cnig_provincias,16,12776,259,524,37.0,37.42857142857143,248,2020-11-03
48,2020-12-06,cnig_provincias,150,53556,1393,3075,199.0,219.64285714285714,692,2020-10-27
50,2020-12-06,cnig_provincias,118,54308,1131,2498,161.57142857142858,178.42857142857142,819,2020-10-26
09,2020-12-06,cnig_provincias,55,21922,648,1482,92.57142857142857,105.85714285714286,359,2020-11-05
17,2020-12-06,cnig_provincias,106,36184,1486,2779,212.28571428571428,198.5,784,2020-10-21
11,2020-12-06,cnig_provincias,116,27212,1396,3194,199.42857142857142,228.14285714285714,613,2020-11-13
28,2020-12-06,cnig_provincias,795,364378,7047,14523,1006.7142857142857,1037.357142857143,6597,2020-09-18
34,2020-12-06,cnig_provincias,69,8565,309,670,44.142857142857146,47.857142857142854,194,2020-11-03
44,2020-12-06,cnig_provincias,21,7165,237,492,33.857142857142854,35.142857142857146,143,2020-10-19
21,2020-12-06,cnig_provincias,46,10497,590,1271,84.28571428571429,90.78571428571429,282,2020-10-30
26,2020-12-06,cnig_provincias,34,17134,347,856,49.57142857142857,61.142857142857146,208,2020-10-20
01,2020-12-06,cnig_provincias,54,15775,536,1047,76.57142857142857,74.78571428571429,181,2020-03-18
20,2020-12-06,cnig_provincias,85,37925,1025,2498,146.42857142857142,178.42857142857142,693,2020-11-01
16,2020-12-06,cnig_provincias,15,10012,270,654,38.57142857142857,46.714285714285715,156,2020-10-27
51,2020-12-06,cnig_provincias,11,2903,66,136,9.428571428571429,9.714285714285714,75,2020-10-28
18,2020-12-06,cnig_provincias,53,44393,660,1746,94.28571428571429,124.71428571428571,1252,2020-10-21
43,2020-12-06,cnig_provincias,51,30190,740,1537,105.71428571428571,109.78571428571429,834,2020-10-21
15,2020-12-06,cnig_provincias,120,22244,945,1937,135.0,138.35714285714286,311,2020-10-27
04,2020-12-06,cnig_provincias,83,19056,702,1656,100.28571428571429,118.28571428571429,332,2020-11-12
14,2020-12-06,cnig_provincias,55,24243,656,1549,93.71428571428571,110.64285714285714,538,2020-10-28
29,2020-12-06,cnig_provincias,90,35619,1032,2419,147.42857142857142,172.78571428571428,587,2020-11-06
49,2020-12-06,cnig_provincias,11,7913,177,443,25.285714285714285,31.642857142857142,214,2020-10-27
31,2020-12-06,cnig_provincias,89,40420,653,1402,93.28571428571429,100.14285714285714,734,2020-10-19
45,2020-12-06,cnig_provincias,76,35134,1055,2051,150.71428571428572,146.5,531,2020-10-28
10,2020-12-06,cnig_provincias,36,11250,334,780,47.714285714285715,55.714285714285715,196,2020-10-20
24,2020-12-06,cnig_provincias,25,19630,380,996,54.285714285714285,71.14285714285714,350,2020-11-10
02,2020-12-06,cnig_provincias,57,13917,534,999,76.28571428571429,71.35714285714286,206,2020-10-23
19,2020-12-06,cnig_provincias,18,10489,217,463,31.0,33.07142857142857,137,2020-09-11
38,2020-12-06,cnig_provincias,157,10316,1020,1694,145.71428571428572,121.0,199,2020-12-04
33,2020-12-06,cnig_provincias,127,25086,1141,2658,163.0,189.85714285714286,801,2020-11-10
35,2020-12-06,cnig_provincias,15,11625,231,469,33.0,33.5,251,2020-08-27
13,2020-12-06,cnig_provincias,54,20947,623,1234,89.0,88.14285714285714,330,2020-03-20
03,2020-12-06,cnig_provincias,212,40326,1888,3908,269.7142857142857,279.14285714285717,673,2020-11-02
37,2020-12-06,cnig_provincias,18,16646,165,397,23.571428571428573,28.357142857142858,316,2020-10-20
39,2020-12-06,cnig_provincias,56,16439,667,1489,95.28571428571429,106.35714285714286,264,2020-11-02
41,2020-12-06,cnig_provincias,69,56006,1091,2515,155.85714285714286,179.64285714285714,1303,2020-10-30
40,2020-12-06,cnig_provincias,12,6665,66,168,9.428571428571429,12.0,139,2020-03-20
06,2020-12-06,cnig_provincias,53,18213,570,1196,81.42857142857143,85.42857142857143,417,2020-10-29
30,2020-12-05,cnig_provincias,150,55942,1140,2631,162.85714285714286,187.92857142857142,949,2020-11-03
32,2020-12-05,cnig_provincias,32,7454,184,305,26.285714285714285,21.785714285714285,227,2020-10-05
46,2020-12-05,cnig_provincias,518,67866,3995,8093,570.7142857142857,578.0714285714286,1096,2020-10-30
27,2020-12-05,cnig_provincias,25,6282,225,502,32.142857142857146,35.857142857142854,156,2020-11-16
42,2020-12-05,cnig_provincias,4,4337,71,197,10.142857142857142,14.071428571428571,83,2020-03-21
05,2020-12-05,cnig_provincias,6,6408,75,173,10.714285714285714,12.357142857142858,136,2020-10-26
23,2020-12-05,cnig_provincias,75,24181,795,1841,113.57142857142857,131.5,595,2020-10-23
52,2020-12-05,cnig_provincias,6,4195,106,216,15.142857142857142,15.428571428571429,100,2020-10-21
08,2020-12-05,cnig_provincias,665,269822,6625,13511,946.4285714285714,965.0714285714286,4967,2020-10-20
07,2020-12-05,cnig_provincias,254,26475,1720,3430,245.71428571428572,245.0,389,2020-08-17
36,2020-12-05,cnig_provincias,132,17169,898,1959,128.28571428571428,139.92857142857142,344,2020-10-28
47,2020-12-05,cnig_provincias,55,29926,512,1249,73.14285714285714,89.21428571428571,515,2020-10-27
25,2020-12-05,cnig_provincias,73,26985,698,1693,99.71428571428571,120.92857142857143,343,2020-07-18
12,2020-12-05,cnig_provincias,84,12475,612,1210,87.42857142857143,86.42857142857143,225,2020-11-04
22,2020-12-05,cnig_provincias,21,12760,261,532,37.285714285714285,38.0,248,2020-11-03
48,2020-12-05,cnig_provincias,234,53406,1473,3109,210.42857142857142,222.07142857142858,692,2020-10-27
50,2020-12-05,cnig_provincias,140,54190,1139,2496,162.71428571428572,178.28571428571428,819,2020-10-26
09,2020-12-05,cnig_provincias,58,21867,677,1602,96.71428571428571,114.42857142857143,359,2020-11-05
17,2020-12-05,cnig_provincias,138,36078,1507,2759,215.28571428571428,197.07142857142858,784,2020-10-21
11,2020-12-05,cnig_provincias,156,27096,1413,3349,201.85714285714286,239.21428571428572,613,2020-11-13
28,2020-12-05,cnig_provincias,748,363583,7046,14558,1006.5714285714286,1039.857142857143,6597,2020-09-18
34,2020-12-05,cnig_provincias,38,8496,270,651,38.57142857142857,46.5,194,2020-11-03
44,2020-12-05,cnig_provincias,39,7144,251,499,35.857142857142854,35.642857142857146,143,2020-10-19
21,2020-12-05,cnig_provincias,60,10451,588,1291,84.0,92.21428571428571,282,2020-10-30
26,2020-12-05,cnig_provincias,40,17100,350,897,50.0,64.07142857142857,208,2020-10-20
01,2020-12-05,cnig_provincias,68,15721,551,1054,78.71428571428571,75.28571428571429,181,2020-03-18
20,2020-12-05,cnig_provincias,162,37840,1116,2601,159.42857142857142,185.78571428571428,693,2020-11-01
16,2020-12-05,cnig_provincias,35,9997,274,698,39.142857142857146,49.857142857142854,156,2020-10-27
51,2020-12-05,cnig_provincias,7,2892,57,138,8.142857142857142,9.857142857142858,75,2020-10-28
18,2020-12-05,cnig_provincias,52,44340,679,1788,97.0,127.71428571428571,1252,2020-10-21
43,2020-12-05,cnig_provincias,90,30139,752,1540,107.42857142857143,110.0,834,2020-10-21
15,2020-12-05,cnig_provincias,164,22124,953,1982,136.14285714285714,141.57142857142858,311,2020-10-27
04,2020-12-05,cnig_provincias,111,18973,681,1674,97.28571428571429,119.57142857142857,332,2020-11-12
14,2020-12-05,cnig_provincias,84,24188,691,1571,98.71428571428571,112.21428571428571,538,2020-10-28
29,2020-12-05,cnig_provincias,124,35529,1038,2472,148.28571428571428,176.57142857142858,587,2020-11-06
49,2020-12-05,cnig_provincias,14,7902,181,481,25.857142857142858,34.357142857142854,214,2020-10-27
31,2020-12-05,cnig_provincias,92,40331,644,1441,92.0,102.92857142857143,734,2020-10-19
45,2020-12-05,cnig_provincias,88,35058,1078,2068,154.0,147.71428571428572,531,2020-10-28
10,2020-12-05,cnig_provincias,52,11214,329,795,47.0,56.785714285714285,196,2020-10-20
24,2020-12-05,cnig_provincias,26,19605,395,1028,56.42857142857143,73.42857142857143,350,2020-11-10
02,2020-12-05,cnig_provincias,62,13860,538,982,76.85714285714286,70.14285714285714,206,2020-10-23
19,2020-12-05,cnig_provincias,26,10471,219,477,31.285714285714285,34.07142857142857,137,2020-09-11
38,2020-12-05,cnig_provincias,130,10159,962,1618,137.42857142857142,115.57142857142857,199,2020-12-04
33,2020-12-05,cnig_provincias,113,24959,1233,2786,176.14285714285714,199.0,801,2020-11-10
35,2020-12-05,cnig_provincias,44,11610,250,484,35.714285714285715,34.57142857142857,251,2020-08-27
13,2020-12-05,cnig_provincias,70,20893,629,1229,89.85714285714286,87.78571428571429,330,2020-03-20
03,2020-12-05,cnig_provincias,246,40114,1847,3977,263.85714285714283,284.07142857142856,673,2020-11-02
37,2020-12-05,cnig_provincias,15,16628,172,430,24.571428571428573,30.714285714285715,316,2020-10-20
39,2020-12-05,cnig_provincias,82,16383,720,1523,102.85714285714286,108.78571428571429,264,2020-11-02
41,2020-12-05,cnig_provincias,139,55937,1119,2602,159.85714285714286,185.85714285714286,1303,2020-10-30
40,2020-12-05,cnig_provincias,5,6653,58,192,8.285714285714286,13.714285714285714,139,2020-03-20
06,2020-12-05,cnig_provincias,68,18160,587,1211,83.85714285714286,86.5,417,2020-10-29
30,2020-12-04,cnig_provincias,205,55792,1179,2753,168.42857142857142,196.64285714285714,949,2020-11-03
32,2020-12-04,cnig_provincias,31,7422,168,301,24.0,21.5,227,2020-10-05
46,2020-12-04,cnig_provincias,635,67348,4016,8170,573.7142857142857,583.5714285714286,1096,2020-10-30
27,2020-12-04,cnig_provincias,35,6257,237,517,33.857142857142854,36.92857142857143,156,2020-11-16
42,2020-12-04,cnig_provincias,14,4333,72,215,10.285714285714286,15.357142857142858,83,2020-03-21
05,2020-12-04,cnig_provincias,6,6402,78,178,11.142857142857142,12.714285714285714,136,2020-10-26
23,2020-12-04,cnig_provincias,131,24106,836,1912,119.42857142857143,136.57142857142858,595,2020-10-23
52,2020-12-04,cnig_provincias,18,4189,111,224,15.857142857142858,16.0,100,2020-10-21
08,2020-12-04,cnig_provincias,978,269157,6696,13535,956.5714285714286,966.7857142857143,4967,2020-10-20
07,2020-12-04,cnig_provincias,287,26221,1596,3384,228.0,241.71428571428572,389,2020-08-17
36,2020-12-04,cnig_provincias,93,17037,926,1995,132.28571428571428,142.5,344,2020-10-28
47,2020-12-04,cnig_provincias,65,29871,526,1304,75.14285714285714,93.14285714285714,515,2020-10-27
25,2020-12-04,cnig_provincias,99,26912,693,1745,99.0,124.64285714285714,343,2020-07-18
12,2020-12-04,cnig_provincias,107,12391,610,1209,87.14285714285714,86.35714285714286,225,2020-11-04
22,2020-12-04,cnig_provincias,44,12739,277,539,39.57142857142857,38.5,248,2020-11-03
48,2020-12-04,cnig_provincias,154,53172,1462,3151,208.85714285714286,225.07142857142858,692,2020-10-27
50,2020-12-04,cnig_provincias,148,54050,1212,2538,173.14285714285714,181.28571428571428,819,2020-10-26
09,2020-12-04,cnig_provincias,131,21809,714,1692,102.0,120.85714285714286,359,2020-11-05
17,2020-12-04,cnig_provincias,270,35940,1488,2763,212.57142857142858,197.35714285714286,784,2020-10-21
11,2020-12-04,cnig_provincias,224,26940,1484,3558,212.0,254.14285714285714,613,2020-11-13
28,2020-12-04,cnig_provincias,1034,362835,7141,14731,1020.1428571428571,1052.2142857142858,6597,2020-09-18
34,2020-12-04,cnig_provincias,36,8458,285,655,40.714285714285715,46.785714285714285,194,2020-11-03
44,2020-12-04,cnig_provincias,22,7105,242,483,34.57142857142857,34.5,143,2020-10-19
21,2020-12-04,cnig_provincias,109,10391,590,1342,84.28571428571429,95.85714285714286,282,2020-10-30
26,2020-12-04,cnig_provincias,58,17060,364,937,52.0,66.92857142857143,208,2020-10-20
01,2020-12-04,cnig_provincias,72,15653,560,1059,80.0,75.64285714285714,181,2020-03-18
20,2020-12-04,cnig_provincias,145,37678,1113,2699,159.0,192.78571428571428,693,2020-11-01
16,2020-12-04,cnig_provincias,51,9962,277,710,39.57142857142857,50.714285714285715,156,2020-10-27
51,2020-12-04,cnig_provincias,6,2885,63,150,9.0,10.714285714285714,75,2020-10-28
18,2020-12-04,cnig_provincias,92,44288,716,1923,102.28571428571429,137.35714285714286,1252,2020-10-21
43,2020-12-04,cnig_provincias,137,30049,771,1568,110.14285714285714,112.0,834,2020-10-21
15,2020-12-04,cnig_provincias,118,21960,907,1964,129.57142857142858,140.28571428571428,311,2020-10-27
04,2020-12-04,cnig_provincias,82,18862,691,1737,98.71428571428571,124.07142857142857,332,2020-11-12
14,2020-12-04,cnig_provincias,97,24104,695,1637,99.28571428571429,116.92857142857143,538,2020-10-28
29,2020-12-04,cnig_provincias,182,35405,1052,2562,150.28571428571428,183.0,587,2020-11-06
49,2020-12-04,cnig_provincias,28,7888,218,537,31.142857142857142,38.357142857142854,214,2020-10-27
31,2020-12-04,cnig_provincias,95,40239,620,1450,88.57142857142857,103.57142857142857,734,2020-10-19
45,2020-12-04,cnig_provincias,141,34970,1110,2067,158.57142857142858,147.64285714285714,531,2020-10-28
10,2020-12-04,cnig_provincias,31,11162,310,810,44.285714285714285,57.857142857142854,196,2020-10-20
24,2020-12-04,cnig_provincias,52,19579,437,1082,62.42857142857143,77.28571428571429,350,2020-11-10
02,2020-12-04,cnig_provincias,104,13798,536,995,76.57142857142857,71.07142857142857,206,2020-10-23
19,2020-12-04,cnig_provincias,42,10445,223,482,31.857142857142858,34.42857142857143,137,2020-09-11
38,2020-12-04,cnig_provincias,199,10029,927,1564,132.42857142857142,111.71428571428571,199,2020-12-04
33,2020-12-04,cnig_provincias,113,24846,1355,3057,193.57142857142858,218.35714285714286,801,2020-11-10
35,2020-12-04,cnig_provincias,28,11566,239,471,34.142857142857146,33.642857142857146,251,2020-08-27
13,2020-12-04,cnig_provincias,107,20823,642,1253,91.71428571428571,89.5,330,2020-03-20
03,2020-12-04,cnig_provincias,302,39868,1834,4040,262.0,288.57142857142856,673,2020-11-02
37,2020-12-04,cnig_provincias,14,16613,184,482,26.285714285714285,34.42857142857143,316,2020-10-20
39,2020-12-04,cnig_provincias,84,16301,835,1564,119.28571428571429,111.71428571428571,264,2020-11-02
41,2020-12-04,cnig_provincias,151,55798,1094,2728,156.28571428571428,194.85714285714286,1303,2020-10-30
40,2020-12-04,cnig_provincias,11,6648,66,209,9.428571428571429,14.928571428571429,139,2020-03-20
06,2020-12-04,cnig_provincias,77,18092,597,1236,85.28571428571429,88.28571428571429,417,2020-10-29
30,2020-12-03,cnig_provincias,140,55587,1180,2791,168.57142857142858,199.35714285714286,949,2020-11-03
32,2020-12-03,cnig_provincias,22,7391,153,292,21.857142857142858,20.857142857142858,227,2020-10-05
46,2020-12-03,cnig_provincias,609,66713,3983,8316,569.0,594.0,1096,2020-10-30
27,2020-12-03,cnig_provincias,35,6222,231,535,33.0,38.214285714285715,156,2020-11-16
42,2020-12-03,cnig_provincias,10,4319,74,239,10.571428571428571,17.071428571428573,83,2020-03-21
05,2020-12-03,cnig_provincias,13,6396,83,198,11.857142857142858,14.142857142857142,136,2020-10-26
23,2020-12-03,cnig_provincias,103,23975,857,2053,122.42857142857143,146.64285714285714,595,2020-10-23
52,2020-12-03,cnig_provincias,12,4171,108,233,15.428571428571429,16.642857142857142,100,2020-10-21
08,2020-12-03,cnig_provincias,973,268179,6942,13924,991.7142857142857,994.5714285714286,4967,2020-10-20
07,2020-12-03,cnig_provincias,310,25934,1506,3372,215.14285714285714,240.85714285714286,389,2020-08-17
36,2020-12-03,cnig_provincias,118,16944,976,2131,139.42857142857142,152.21428571428572,344,2020-10-28
47,2020-12-03,cnig_provincias,56,29806,579,1443,82.71428571428571,103.07142857142857,515,2020-10-27
25,2020-12-03,cnig_provincias,111,26813,750,1843,107.14285714285714,131.64285714285714,343,2020-07-18
12,2020-12-03,cnig_provincias,90,12284,598,1216,85.42857142857143,86.85714285714286,225,2020-11-04
22,2020-12-03,cnig_provincias,32,12695,282,564,40.285714285714285,40.285714285714285,248,2020-11-03
48,2020-12-03,cnig_provincias,176,53018,1499,3279,214.14285714285714,234.21428571428572,692,2020-10-27
50,2020-12-03,cnig_provincias,125,53902,1308,2597,186.85714285714286,185.5,819,2020-10-26
09,2020-12-03,cnig_provincias,108,21678,734,1744,104.85714285714286,124.57142857142857,359,2020-11-05
17,2020-12-03,cnig_provincias,203,35670,1470,2674,210.0,191.0,784,2020-10-21
11,2020-12-03,cnig_provincias,195,26716,1521,3658,217.28571428571428,261.2857142857143,613,2020-11-13
28,2020-12-03,cnig_provincias,1020,361801,7332,14897,1047.4285714285713,1064.0714285714287,6597,2020-09-18
34,2020-12-03,cnig_provincias,61,8422,337,662,48.142857142857146,47.285714285714285,194,2020-11-03
44,2020-12-03,cnig_provincias,28,7083,252,507,36.0,36.214285714285715,143,2020-10-19
21,2020-12-03,cnig_provincias,96,10282,612,1397,87.42857142857143,99.78571428571429,282,2020-10-30
26,2020-12-03,cnig_provincias,41,17002,397,975,56.714285714285715,69.64285714285714,208,2020-10-20
01,2020-12-03,cnig_provincias,73,15581,553,1069,79.0,76.35714285714286,181,2020-03-18
20,2020-12-03,cnig_provincias,120,37533,1142,2780,163.14285714285714,198.57142857142858,693,2020-11-01
16,2020-12-03,cnig_provincias,41,9911,286,714,40.857142857142854,51.0,156,2020-10-27
51,2020-12-03,cnig_provincias,9,2879,67,160,9.571428571428571,11.428571428571429,75,2020-10-28
18,2020-12-03,cnig_provincias,97,44196,797,2274,113.85714285714286,162.42857142857142,1252,2020-10-21
43,2020-12-03,cnig_provincias,108,29912,787,1585,112.42857142857143,113.21428571428571,834,2020-10-21
15,2020-12-03,cnig_provincias,135,21842,916,2003,130.85714285714286,143.07142857142858,311,2020-10-27
04,2020-12-03,cnig_provincias,103,18780,777,1836,111.0,131.14285714285714,332,2020-11-12
14,2020-12-03,cnig_provincias,93,24007,760,1742,108.57142857142857,124.42857142857143,538,2020-10-28
29,2020-12-03,cnig_provincias,152,35223,1167,2670,166.71428571428572,190.71428571428572,587,2020-11-06
49,2020-12-03,cnig_provincias,29,7860,229,568,32.714285714285715,40.57142857142857,214,2020-10-27
31,2020-12-03,cnig_provincias,95,40144,626,1485,89.42857142857143,106.07142857142857,734,2020-10-19
45,2020-12-03,cnig_provincias,142,34829,1115,2095,159.28571428571428,149.64285714285714,531,2020-10-28
10,2020-12-03,cnig_provincias,48,11131,320,838,45.714285714285715,59.857142857142854,196,2020-10-20
24,2020-12-03,cnig_provincias,50,19527,526,1137,75.14285714285714,81.21428571428571,350,2020-11-10
02,2020-12-03,cnig_provincias,71,13694,482,977,68.85714285714286,69.78571428571429,206,2020-10-23
19,2020-12-03,cnig_provincias,39,10403,210,490,30.0,35.0,137,2020-09-11
38,2020-12-03,cnig_provincias,123,9830,828,1443,118.28571428571429,103.07142857142857,167,2020-12-01
33,2020-12-03,cnig_provincias,123,24733,1390,3174,198.57142857142858,226.71428571428572,801,2020-11-10
35,2020-12-03,cnig_provincias,32,11538,237,472,33.857142857142854,33.714285714285715,251,2020-08-27
13,2020-12-03,cnig_provincias,94,20716,652,1251,93.14285714285714,89.35714285714286,330,2020-03-20
03,2020-12-03,cnig_provincias,269,39566,1832,4171,261.7142857142857,297.92857142857144,673,2020-11-02
37,2020-12-03,cnig_provincias,23,16599,198,522,28.285714285714285,37.285714285714285,316,2020-10-20
39,2020-12-03,cnig_provincias,79,16217,870,1622,124.28571428571429,115.85714285714286,264,2020-11-02
41,2020-12-03,cnig_provincias,164,55647,1143,3016,163.28571428571428,215.42857142857142,1303,2020-10-30
40,2020-12-03,cnig_provincias,5,6637,75,222,10.714285714285714,15.857142857142858,139,2020-03-20
06,2020-12-03,cnig_provincias,91,18015,609,1271,87.0,90.78571428571429,417,2020-10-29
30,2020-12-02,cnig_provincias,186,55447,1279,2924,182.71428571428572,208.85714285714286,949,2020-11-03
32,2020-12-02,cnig_provincias,34,7369,156,296,22.285714285714285,21.142857142857142,227,2020-10-05
46,2020-12-02,cnig_provincias,673,66104,3980,8451,568.5714285714286,603.6428571428571,1096,2020-10-30
27,2020-12-02,cnig_provincias,19,6187,222,562,31.714285714285715,40.142857142857146,156,2020-11-16
42,2020-12-02,cnig_provincias,9,4309,81,262,11.571428571428571,18.714285714285715,83,2020-03-21
05,2020-12-02,cnig_provincias,11,6383,86,196,12.285714285714286,14.0,136,2020-10-26
23,2020-12-02,cnig_provincias,133,23872,900,2163,128.57142857142858,154.5,595,2020-10-23
52,2020-12-02,cnig_provincias,21,4159,107,249,15.285714285714286,17.785714285714285,100,2020-10-21
08,2020-12-02,cnig_provincias,1082,267206,6990,14204,998.5714285714286,1014.5714285714286,4967,2020-10-20
07,2020-12-02,cnig_provincias,341,25624,1444,3333,206.28571428571428,238.07142857142858,389,2020-08-17
36,2020-12-02,cnig_provincias,125,16826,979,2180,139.85714285714286,155.71428571428572,344,2020-10-28
47,2020-12-02,cnig_provincias,55,29750,602,1555,86.0,111.07142857142857,515,2020-10-27
25,2020-12-02,cnig_provincias,117,26702,783,1872,111.85714285714286,133.71428571428572,343,2020-07-18
12,2020-12-02,cnig_provincias,92,12194,606,1222,86.57142857142857,87.28571428571429,225,2020-11-04
22,2020-12-02,cnig_provincias,44,12663,295,599,42.142857142857146,42.785714285714285,248,2020-11-03
48,2020-12-02,cnig_provincias,247,52842,1542,3378,220.28571428571428,241.28571428571428,692,2020-10-27
50,2020-12-02,cnig_provincias,214,53777,1374,2684,196.28571428571428,191.71428571428572,819,2020-10-26
09,2020-12-02,cnig_provincias,87,21570,752,1793,107.42857142857143,128.07142857142858,359,2020-11-05
17,2020-12-02,cnig_provincias,239,35467,1473,2670,210.42857142857142,190.71428571428572,784,2020-10-21
11,2020-12-02,cnig_provincias,253,26521,1635,3857,233.57142857142858,275.5,613,2020-11-13
28,2020-12-02,cnig_provincias,1115,360781,7266,14926,1038.0,1066.142857142857,6597,2020-09-18
34,2020-12-02,cnig_provincias,23,8361,343,680,49.0,48.57142857142857,194,2020-11-03
44,2020-12-02,cnig_provincias,44,7055,283,510,40.42857142857143,36.42857142857143,143,2020-10-19
21,2020-12-02,cnig_provincias,98,10186,602,1467,86.0,104.78571428571429,282,2020-10-30
26,2020-12-02,cnig_provincias,51,16961,417,1029,59.57142857142857,73.5,208,2020-10-20
01,2020-12-02,cnig_provincias,95,15508,534,1072,76.28571428571429,76.57142857142857,181,2020-03-18
20,2020-12-02,cnig_provincias,154,37413,1216,2884,173.71428571428572,206.0,693,2020-11-01
16,2020-12-02,cnig_provincias,25,9870,287,754,41.0,53.857142857142854,156,2020-10-27
51,2020-12-02,cnig_provincias,11,2870,74,171,10.571428571428571,12.214285714285714,75,2020-10-28
18,2020-12-02,cnig_provincias,97,44099,843,2542,120.42857142857143,181.57142857142858,1252,2020-10-21
43,2020-12-02,cnig_provincias,146,29804,776,1611,110.85714285714286,115.07142857142857,834,2020-10-21
15,2020-12-02,cnig_provincias,140,21707,923,2036,131.85714285714286,145.42857142857142,311,2020-10-27
04,2020-12-02,cnig_provincias,104,18677,811,1925,115.85714285714286,137.5,332,2020-11-12
14,2020-12-02,cnig_provincias,101,23914,768,1873,109.71428571428571,133.78571428571428,538,2020-10-28
29,2020-12-02,cnig_provincias,159,35071,1216,2793,173.71428571428572,199.5,587,2020-11-06
49,2020-12-02,cnig_provincias,21,7831,224,584,32.0,41.714285714285715,214,2020-10-27
31,2020-12-02,cnig_provincias,117,40049,664,1525,94.85714285714286,108.92857142857143,734,2020-10-19
45,2020-12-02,cnig_provincias,237,34687,1114,2124,159.14285714285714,151.71428571428572,531,2020-10-28
10,2020-12-02,cnig_provincias,49,11083,350,877,50.0,62.642857142857146,196,2020-10-20
24,2020-12-02,cnig_provincias,63,19477,550,1174,78.57142857142857,83.85714285714286,350,2020-11-10
02,2020-12-02,cnig_provincias,81,13623,481,996,68.71428571428571,71.14285714285714,206,2020-10-23
19,2020-12-02,cnig_provincias,34,10364,206,497,29.428571428571427,35.5,137,2020-09-11
38,2020-12-02,cnig_provincias,125,9707,799,1384,114.14285714285714,98.85714285714286,167,2020-12-01
33,2020-12-02,cnig_provincias,231,24610,1467,3302,209.57142857142858,235.85714285714286,801,2020-11-10
35,2020-12-02,cnig_provincias,45,11506,242,467,34.57142857142857,33.357142857142854,251,2020-08-27
13,2020-12-02,cnig_provincias,102,20622,632,1267,90.28571428571429,90.5,330,2020-03-20
03,2020-12-02,cnig_provincias,271,39297,1842,4305,263.14285714285717,307.5,673,2020-11-02
37,2020-12-02,cnig_provincias,32,16576,200,566,28.571428571428573,40.42857142857143,316,2020-10-20
39,2020-12-02,cnig_provincias,122,16138,891,1646,127.28571428571429,117.57142857142857,264,2020-11-02
41,2020-12-02,cnig_provincias,179,55483,1222,3335,174.57142857142858,238.21428571428572,1303,2020-10-30
40,2020-12-02,cnig_provincias,9,6632,76,237,10.857142857142858,16.928571428571427,139,2020-03-20
06,2020-12-02,cnig_provincias,95,17924,601,1281,85.85714285714286,91.5,417,2020-10-29
30,2020-12-01,cnig_provincias,198,55261,1322,3089,188.85714285714286,220.64285714285714,949,2020-11-03
32,2020-12-01,cnig_provincias,19,7335,132,298,18.857142857142858,21.285714285714285,227,2020-10-05
46,2020-12-01,cnig_provincias,672,65431,3950,8581,564.2857142857143,612.9285714285714,1096,2020-10-30
27,2020-12-01,cnig_provincias,43,6168,241,608,34.42857142857143,43.42857142857143,156,2020-11-16
42,2020-12-01,cnig_provincias,8,4300,97,279,13.857142857142858,19.928571428571427,83,2020-03-21
05,2020-12-01,cnig_provincias,16,6372,90,213,12.857142857142858,15.214285714285714,136,2020-10-26
23,2020-12-01,cnig_provincias,160,23739,910,2366,130.0,169.0,595,2020-10-23
52,2020-12-01,cnig_provincias,21,4138,100,260,14.285714285714286,18.571428571428573,100,2020-10-21
08,2020-12-01,cnig_provincias,1236,266124,6903,14602,986.1428571428571,1043.0,4967,2020-10-20
07,2020-12-01,cnig_provincias,380,25283,1382,3245,197.42857142857142,231.78571428571428,389,2020-08-17
36,2020-12-01,cnig_provincias,127,16701,1005,2255,143.57142857142858,161.07142857142858,344,2020-10-28
47,2020-12-01,cnig_provincias,111,29695,653,1743,93.28571428571429,124.5,515,2020-10-27
25,2020-12-01,cnig_provincias,107,26585,930,1932,132.85714285714286,138.0,343,2020-07-18
12,2020-12-01,cnig_provincias,92,12102,591,1247,84.42857142857143,89.07142857142857,225,2020-11-04
22,2020-12-01,cnig_provincias,40,12619,278,665,39.714285714285715,47.5,248,2020-11-03
48,2020-12-01,cnig_provincias,214,52595,1540,3456,220.0,246.85714285714286,692,2020-10-27
50,2020-12-01,cnig_provincias,216,53563,1355,2743,193.57142857142858,195.92857142857142,819,2020-10-26
